fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo
1996-7,76,0.0(--),2,65.0,0.0,0.0,10.0,1025.1(09),0.0,1017.1,1016.6,19.2,32.6(24),24.6,5.0,0.0,10,27/13.6(07),0.0,19,67.0,0.0,0.0,15.4(08),,202.0,0.0,0.0,989.0,0.0,3.0,1.0,14.0,0.0,23.5,0.0,23.3,27.5,0.0,1000.6(07),0.0,
1996-8,76,64.6(28),3,71.0,0.0,0.0,8.8,1021.0(31),0.0,1015.4,1014.8,20.4,29.6(10),23.4,0.0,0.0,5,27/11.1(07),4.0,23,64.0,0.0,12.0,14.6(31),,219.0,1.0,0.0,713.0,143.8,12.0,10.0,14.0,0.0,21.0,0.0,23.8,27.2,0.0,1009.7(21),10.0,
1996-9,76,30.0(17),6,68.0,0.0,0.0,6.9,1025.4(29),0.0,1013.1,1012.5,15.3,27.4(05),18.2,0.0,0.0,0,08/13.9(11),3.0,24,55.0,0.0,9.0,12.4(23),,162.0,1.0,0.0,628.0,70.8,10.0,5.0,14.0,0.0,21.2,0.0,19.5,23.8,0.0,998.9(21),7.0,
1997-10,76,10.4(23),6,72.0,0.0,0.0,6.8,1023.6(29),,1015.2,1014.6,16.0,30.4(10),19.6,1.0,0.0,6,,1.0,19,60.0,,5.0,6.4(30),,173.0,0.0,0.0,795.0,19.0,6.0,0.0,14.0,0.0,14.2,0.0,19.8,23.5,0.0,1000.0(20),3.0,
1997-11,76,36.3(25),9,71.0,0.0,0.0,4.7,1021.1(01),,1009.9,1009.3,10.3,22.0(06),16.2,0.0,0.0,4,,1.0,17,47.0,,9.0,5.6(24),,118.0,1.0,0.0,556.0,57.0,10.0,0.0,14.0,0.0,14.6,0.0,14.2,18.1,0.0,988.6(06),6.0,
1997-12,76,56.9(16),8,72.0,1.0,0.0,4.0,1030.3(24),,1014.8,1014.1,7.1,20.4(02),11.6,0.0,0.0,3,,3.0,20,43.0,,9.0,2.8(07),,96.0,1.0,0.0,585.0,109.6,11.0,1.0,13.0,0.0,7.8,0.0,10.7,14.3,0.0,1000.0(18),6.0,
1997-13,76,56.9(16/dic),63,72.0,1.0,7.0,7.3,1036.4(27/feb),,1016.9,1016.3,13.2,31.4(14/ago),23.6,9.0,0.0,71,,14.0,231,58.0,,70.0,2.8(07/dic),,152.0,2.0,2.0,7979.0,456.8,85.0,13.0,15.0,0.0,7.8,0.0,17.0,20.8,0.0,988.6(06/nov),50.0,
1997-1,76,28.1(08),11,82.0,0.0,0.0,3.5,1032.6(29),,1017.1,1016.5,7.4,16.0(22),13.6,0.0,0.0,4,,3.0,16,36.0,,15.0,3.4(05),,104.0,0.0,0.0,209.0,91.2,17.0,0.0,15.0,0.0,8.8,0.0,10.2,13.0,0.0,992.2(03),12.0,
1997-2,76,0.0(--),4,75.0,0.0,1.0,6.9,1036.4(27),,1026.9,1026.3,7.4,20.4(15),11.5,0.0,0.0,10,,0.0,14,65.0,,0.0,3.8(08),,106.0,0.0,0.0,1229.0,0.0,1.0,0.0,15.0,0.0,13.2,0.0,11.7,16.0,0.0,1008.4(15),0.0,
1997-3,76,8.1(24),1,72.0,0.0,3.0,8.4,1034.9(12),0.0,1023.8,1023.2,8.9,21.0(18),11.2,0.0,0.0,15,21/13.1(28),0.0,15,70.0,0.0,2.0,6.0(10),298.0,112.0,0.0,2.0,580.0,9.1,4.0,0.0,15.0,0.0,14.4,0.0,13.1,17.4,0.0,1009.8(24),2.0,
1997-4,76,18.5(18),6,72.0,0.0,0.0,8.4,1030.4(09),,1016.9,1016.3,11.1,21.2(28),15.4,0.0,0.0,5,,2.0,19,63.0,,3.0,7.4(10),,127.0,0.0,0.0,577.0,36.1,3.0,1.0,18.0,0.0,14.2,0.0,14.8,18.5,0.0,998.2(21),3.0,
1997-5,76,7.2(31),6,66.0,0.0,0.0,8.8,1026.1(02),3.0,1014.7,1014.1,14.5,28.0(05),18.2,0.0,0.0,6,24/20.0(07),0.0,19,60.0,0.0,7.0,7.2(08),350.0,148.0,0.0,0.0,821.0,12.6,9.0,2.0,18.0,0.0,17.6,0.0,18.5,22.5,0.0,999.9(06),3.0,
1997-6,76,26.7(18),6,71.0,0.0,0.0,8.3,1020.8(09),,1011.5,1011.0,17.9,28.0(11),21.0,0.0,0.0,1,,2.0,23,55.0,,7.0,13.2(29),,189.0,0.0,0.0,604.0,60.3,8.0,3.0,16.0,0.0,18.2,0.0,21.4,24.9,0.0,1001.2(26),5.0,
1997-7,76,18.0(24),0,68.0,0.0,1.0,10.0,1025.7(05),1.0,1017.1,1016.5,19.1,30.9(31),23.0,3.0,0.0,8,22/22.5(24),1.0,23,68.0,0.0,4.0,15.0(05),300.0,203.0,0.0,0.0,712.0,24.2,6.0,1.0,15.0,0.0,22.0,0.0,23.1,26.9,0.0,1009.5(02),3.0,
1997-8,76,12.0(24),2,72.0,0.0,0.0,9.3,1022.1(12),0.0,1016.0,1015.4,21.0,31.4(14),23.6,5.0,0.0,6,25/13.9(28),1.0,23,67.0,0.0,6.0,15.0(29),281.0,236.0,0.0,0.0,640.0,26.1,7.0,4.0,13.0,0.0,25.0,0.0,24.9,28.7,0.0,1005.6(28),4.0,
1997-9,76,7.6(13),4,75.0,0.0,2.0,8.4,1025.9(30),,1018.9,1018.3,18.1,28.2(12),21.2,0.0,0.0,3,,0.0,23,67.0,,3.0,14.8(27),,208.0,0.0,0.0,671.0,11.6,3.0,1.0,13.0,0.0,23.0,0.0,22.0,25.8,0.0,1011.3(12),3.0,
1998-10,76,13.9(05),2,71.0,0.0,0.0,7.6,1028.7(27),0.0,1018.3,1017.7,13.0,27.5(25),17.8,0.0,0.0,2,27/12.8(02),2.0,27,69.0,0.0,5.0,9.4(20),302.0,145.0,0.0,0.0,970.0,32.5,7.0,5.0,15.0,0.0,19.3,0.0,17.4,21.9,0.0,1002.2(05),3.0,
1998-11,76,6.0(15),6,66.0,0.0,0.0,5.1,1031.2(08),,1018.5,1017.8,7.8,24.1(03),14.8,0.0,0.0,5,,0.0,19,51.0,,6.0,2.6(23),,99.0,0.0,0.0,916.0,10.8,9.0,0.0,13.0,0.0,8.2,0.0,12.2,16.6,0.0,1003.3(04),3.0,
1998-12,76,97.2(03),4,68.0,0.0,0.0,5.2,1034.0(13),3.0,1021.6,1021.0,5.6,18.2(13),10.8,0.0,0.0,4,05/23.9(03),2.0,23,56.0,0.0,3.0,1.4(26),366.0,84.0,2.0,0.0,667.0,146.7,3.0,2.0,14.0,0.0,9.4,0.0,9.9,14.2,0.0,1000.9(20),2.0,
1998-13,76,97.2(03/dic),48,69.0,0.0,5.0,7.5,1035.2(12/feb),,1017.7,1017.1,12.6,32.0(11/ago),23.4,25.0,0.0,65,,17.0,252,61.0,,55.0,1.4(26/dic),,143.0,3.0,0.0,12188.0,501.7,81.0,27.0,15.0,0.0,7.2,0.0,16.8,21.0,0.0,996.7(10/mar),36.0,
1998-1,76,23.4(27),9,75.0,0.0,0.0,4.6,1032.4(09),1.0,1019.5,1018.9,7.1,20.0(03),11.6,0.0,0.0,3,26/15.6(02),5.0,19,48.0,0.0,7.0,2.0(22),,101.0,0.0,0.0,483.0,91.0,10.0,2.0,14.0,0.0,7.2,0.0,10.9,14.8,0.0,1004.1(31),7.0,
1998-2,76,1.8(02),3,74.0,0.0,4.0,6.9,1035.2(12),0.0,1025.6,1024.9,6.8,18.0(26),10.0,0.0,0.0,9,07/13.9(22),0.0,16,64.0,0.0,2.0,4.4(08),,102.0,0.0,0.0,456.0,2.9,5.0,0.0,12.0,0.0,13.0,0.0,11.1,15.5,0.0,999.0(03),2.0,
1998-3,76,10.6(12),5,71.0,0.0,0.0,7.3,1031.9(19),,1022.2,1021.6,8.5,24.0(08),12.4,0.0,0.0,11,,1.0,15,61.0,,4.0,3.6(13),,109.0,0.0,0.0,678.0,16.0,4.0,2.0,14.0,0.0,13.0,0.0,12.9,17.2,0.0,996.7(10),3.0,
1998-4,76,5.4(26),4,60.0,0.0,0.0,8.2,1023.2(24),4.0,1009.7,1009.1,9.8,24.5(23),13.8,0.0,0.0,0,29/20.0(17),0.0,26,61.0,0.0,6.0,5.0(14),,104.0,0.0,0.0,2812.0,8.6,8.0,1.0,17.0,0.0,14.4,0.0,14.6,19.5,0.0,996.7(10),3.0,
1998-5,76,27.5(27),5,66.0,0.0,0.0,7.8,1025.2(08),0.0,1014.3,1013.8,14.2,26.2(22),17.8,0.0,0.0,3,09/13.3(13),2.0,23,54.0,0.0,4.0,9.8(02),306.0,146.0,0.0,0.0,888.0,53.6,12.0,2.0,14.0,0.0,18.0,0.0,18.3,22.4,0.0,1003.0(04),4.0,
1998-6,76,2.2(14),3,69.0,0.0,0.0,8.6,1027.5(17),1.0,1017.3,1016.7,18.0,30.4(30),21.0,1.0,0.0,8,09/17.8(05),0.0,19,57.0,0.0,4.0,13.4(12),315.0,191.0,0.0,0.0,911.0,2.9,7.0,2.0,16.0,0.0,20.0,0.0,21.9,25.7,0.0,1008.2(10),1.0,
1998-7,76,0.6(13),0,67.0,0.0,0.0,10.8,1021.9(04),,1015.1,1014.5,20.8,31.0(19),23.0,7.0,0.0,11,,0.0,20,73.0,,2.0,18.4(06),,222.0,0.0,0.0,1057.0,0.9,2.0,2.0,16.0,0.0,26.6,0.0,24.9,28.9,0.0,1005.0(01),0.0,
1998-8,76,21.4(18),1,67.0,0.0,0.0,9.9,1023.2(04),0.0,1016.8,1016.2,20.8,32.0(11),23.4,16.0,0.0,7,17/11.4(03),3.0,23,72.0,0.0,6.0,15.6(03),283.0,223.0,0.0,0.0,1323.0,58.0,7.0,4.0,14.0,0.0,23.4,0.0,25.1,29.3,0.0,1010.9(27),4.0,
1998-9,76,48.1(25),6,69.0,0.0,1.0,7.9,1023.6(19),3.0,1013.1,1012.6,18.2,30.4(07),23.0,1.0,0.0,2,31/16.7(13),2.0,22,63.0,0.0,6.0,14.6(30),333.0,192.0,1.0,0.0,1027.0,77.8,7.0,5.0,15.0,0.0,23.0,0.0,22.3,26.3,0.0,1001.9(07),4.0,
1999-10,76,42.7(17),8,72.0,0.0,0.0,6.0,1028.3(27),1.0,1016.3,1015.7,14.6,24.8(02),17.4,0.0,0.0,2,21/17.5(20),2.0,21,53.0,0.0,8.0,11.0(19),300.0,157.0,1.0,0.0,872.0,73.7,9.0,3.0,14.0,0.0,19.4,0.0,18.5,22.3,0.0,995.8(20),6.0,
1999-11,76,24.2(12),3,69.0,0.0,0.0,5.4,1032.0(25),3.0,1019.5,1018.9,6.8,21.7(02),15.8,0.0,0.0,6,31/19.4(19),2.0,21,54.0,0.0,9.0,0.0(22),330.0,96.0,0.0,0.0,925.0,65.7,7.0,3.0,13.0,1.0,4.6,2.0,11.2,15.5,0.0,1003.7(19),8.0,
1999-12,76,2.7(15),4,66.0,0.0,0.0,5.0,1029.2(22),2.0,1019.6,1019.0,6.0,20.2(26),16.0,0.0,0.0,7,29/25.8(28),0.0,20,54.0,1.0,2.0,1.0(09),363.0,85.0,0.0,0.0,911.0,3.8,4.0,1.0,16.0,0.0,10.0,0.0,10.1,14.3,0.0,998.1(27),2.0,
1999-13,76,53.8(14/sep),43,68.0,0.0,11.0,7.3,1033.9(03/feb),,1016.5,1015.9,12.6,32.3(08/ago),24.2,11.0,0.0,55,,8.0,267,60.0,,67.0,-0.2(01/feb),,143.0,4.0,4.0,12138.0,385.2,83.0,28.0,,3.0,4.6,2.0,16.7,20.8,0.0,994.6(19/sep),49.0,
1999-1,76,34.7(09),5,70.0,0.0,2.0,5.9,1030.6(25),,1019.3,1018.7,5.6,18.0(29),9.0,0.0,0.0,10,,2.0,16,61.0,,4.0,1.0(31),,88.0,1.0,0.0,703.0,64.1,4.0,1.0,,0.0,8.4,0.0,10.0,14.3,0.0,995.3(10),4.0,
1999-2,76,1.7(28),1,58.0,0.0,0.0,7.6,1033.9(03),1.0,1019.8,1019.2,5.6,22.2(22),10.2,0.0,0.0,4,27/18.1(22),0.0,23,72.0,0.0,2.0,-0.2(01),335.0,76.0,0.0,0.0,1113.0,1.9,3.0,1.0,14.0,2.0,8.6,0.0,9.9,14.3,0.0,999.7(09),1.0,
1999-3,76,2.1(25),4,67.0,0.0,1.0,6.5,1027.1(01),1.0,1013.6,1013.0,8.4,22.2(16),12.8,0.0,0.0,5,29/15.6(05),0.0,22,54.0,0.0,6.0,4.2(07),352.0,100.0,0.0,1.0,1173.0,6.5,9.0,0.0,17.0,0.0,14.0,0.0,12.5,16.6,0.0,998.2(04),3.0,
1999-4,76,9.6(15),4,67.0,0.0,3.0,8.6,1027.5(05),2.0,1015.8,1015.2,10.3,24.4(13),13.6,0.0,0.0,1,06/23.1(28),0.0,25,64.0,0.0,8.0,5.2(16),340.0,114.0,0.0,1.0,1093.0,15.1,11.0,1.0,18.0,0.0,14.2,0.0,14.8,19.2,0.0,1001.1(17),3.0,
1999-5,76,5.8(16),4,72.0,0.0,5.0,8.2,1022.2(23),0.0,1015.1,1014.5,15.1,26.0(25),19.0,0.0,0.0,0,06/14.4(28),0.0,27,56.0,0.0,6.0,11.8(01),321.0,161.0,0.0,2.0,947.0,15.0,8.0,2.0,16.0,0.0,19.0,0.0,19.0,23.0,0.0,1002.1(17),5.0,
1999-6,76,6.8(09),3,67.0,0.0,0.0,8.3,1024.0(08),0.0,1017.9,1017.3,17.7,29.2(02),20.6,0.0,0.0,4,34/12.8(01),0.0,23,55.0,0.0,4.0,14.8(11),292.0,179.0,0.0,0.0,1210.0,12.5,7.0,1.0,15.0,0.0,21.0,0.0,21.5,25.3,0.0,1008.6(05),3.0,
1999-7,76,7.0(18),1,68.0,0.0,0.0,9.7,1023.2(07),0.0,1015.0,1014.4,20.5,29.6(22),22.0,0.0,0.0,5,21/11.4(09),0.0,25,65.0,0.0,4.0,17.2(02),291.0,219.0,0.0,0.0,1202.0,9.1,5.0,2.0,15.0,0.0,26.0,0.0,24.4,28.2,0.0,1007.1(04),2.0,
1999-8,76,1.9(26),3,70.0,0.0,0.0,8.8,1019.1(11),0.0,1013.3,1012.7,22.3,32.3(08),24.2,8.0,0.0,3,24/13.3(08),0.0,25,64.0,0.0,4.0,19.2(13),289.0,239.0,0.0,0.0,1137.0,5.4,6.0,2.0,14.0,0.0,25.6,0.0,25.8,29.3,0.0,1002.6(06),3.0,
1999-9,76,53.8(14),3,69.0,0.0,0.0,7.8,1022.8(10),0.0,1013.3,1012.7,18.5,31.0(10),21.8,3.0,0.0,8,24/12.5(29),2.0,19,63.0,0.0,10.0,14.8(20),287.0,196.0,2.0,0.0,852.0,112.4,10.0,11.0,14.0,0.0,24.4,0.0,22.8,27.1,0.0,994.6(19),9.0,
2000-10,76,22.4(22),8,76.0,0.0,0.0,5.4,1027.1(17),0.0,1016.6,1016.0,12.8,24.0(06),17.2,0.0,0.0,3,31/13.6(11),2.0,20,48.0,0.0,13.0,9.7(14),317.0,145.0,0.0,0.0,621.0,66.7,13.0,1.0,14.0,0.0,13.8,0.0,16.3,19.8,0.0,995.4(11),10.0,
2000-11,76,4.8(29),7,68.0,0.0,0.0,5.8,1026.6(10),2.0,1013.7,1013.1,8.2,21.6(26),13.0,0.0,0.0,2,27/19.2(06),0.0,21,58.0,0.0,5.0,5.3(04),314.0,98.0,0.0,0.0,604.0,17.3,6.0,1.0,13.0,0.0,12.0,0.0,12.0,15.8,0.0,993.9(06),5.0,
2000-12,76,14.2(23),3,72.0,0.0,0.0,4.6,1031.4(10),0.0,1014.7,1014.1,7.0,17.4(14),10.4,0.0,0.0,3,34/13.3(30),2.0,25,50.0,0.0,7.0,2.7(31),295.0,98.0,0.0,0.0,820.0,36.9,7.0,0.0,13.0,0.0,10.8,0.0,10.9,14.7,0.0,989.4(27),6.0,
2000-13,76,54.2(02/sep),46,71.0,0.0,10.0,7.4,1036.6(04/feb),7.0,1017.3,1016.7,12.1,34.0(24/ago),22.6,4.0,0.0,63,27/19.2(06/nov),11.0,257,60.0,0.0,78.0,1.0(23/ene),308.0,141.0,1.0,0.0,9999.0,404.6,91.0,21.0,14.0,0.0,6.4,0.0,16.1,20.0,0.0,989.4(27/dic),58.0,
2000-1,76,15.2(25),2,71.0,0.0,1.0,6.3,1033.5(11),0.0,1024.6,1023.9,4.1,17.0(30),7.8,0.0,0.0,12,08/12.8(15),1.0,17,65.0,0.0,6.0,1.0(23),364.0,79.0,0.0,0.0,893.0,21.8,6.0,1.0,14.0,0.0,6.4,0.0,8.3,12.6,0.0,1012.5(18),3.0,
2000-2,76,0.6(11),4,72.0,0.0,2.0,6.8,1036.6(04),1.0,1026.1,1025.4,7.6,21.8(17),10.0,0.0,0.0,4,31/16.4(16),0.0,21,64.0,0.0,3.0,4.5(05),287.0,102.0,0.0,0.0,1030.0,1.2,4.0,0.0,14.0,0.0,12.4,0.0,11.8,16.0,0.0,1010.5(17),0.0,
2000-3,76,18.6(31),2,71.0,0.0,3.0,7.2,1031.6(06),0.0,1020.2,1019.6,8.8,21.4(10),11.6,0.0,0.0,7,06/12.5(22),1.0,22,60.0,0.0,5.0,5.2(03),318.0,108.0,0.0,0.0,807.0,31.5,5.0,1.0,16.0,0.0,12.4,0.0,12.9,17.0,0.0,1006.6(31),4.0,
2000-4,76,22.6(27),6,69.0,0.0,2.0,7.8,1022.6(07),0.0,1009.3,1008.7,10.2,22.4(23),13.8,0.0,0.0,1,26/14.4(23),2.0,23,58.0,0.0,9.0,6.8(07),326.0,118.0,0.0,0.0,841.0,55.8,9.0,2.0,16.0,0.0,13.6,0.0,14.3,18.4,0.0,991.8(03),7.0,
2000-5,76,9.6(21),6,74.0,0.0,2.0,8.0,1022.4(31),0.0,1016.3,1015.7,14.2,25.0(26),17.5,0.0,0.0,1,03/13.3(10),0.0,24,55.0,0.0,8.0,10.0(01),284.0,161.0,0.0,0.0,729.0,29.0,12.0,1.0,12.0,0.0,17.4,0.0,18.0,21.7,0.0,1008.9(05),7.0,
2000-6,76,5.4(09),3,70.0,0.0,0.0,8.9,1024.7(14),1.0,1018.9,1018.3,17.0,29.2(16),20.6,0.0,0.0,11,10/18.6(10),0.0,16,59.0,0.0,7.0,13.0(11),301.0,185.0,0.0,0.0,892.0,17.2,11.0,4.0,14.0,0.0,20.2,0.0,20.9,24.7,0.0,1004.1(10),5.0,
2000-7,76,2.8(23),2,67.0,0.0,0.0,10.2,1022.0(31),0.0,1014.5,1013.9,18.6,29.6(03),21.4,0.0,0.0,8,30/14.4(10),0.0,21,69.0,0.0,2.0,14.8(12),302.0,196.0,0.0,0.0,1101.0,3.2,2.0,1.0,14.0,0.0,22.6,0.0,22.4,26.2,0.0,1001.8(10),1.0,
2000-8,76,13.9(05),1,71.0,0.0,0.0,10.0,1022.7(05),2.0,1017.4,1016.8,19.6,34.0(24),22.6,4.0,0.0,7,08/16.1(30),1.0,23,73.0,0.0,6.0,15.8(05),296.0,221.0,0.0,0.0,919.0,28.9,7.0,4.0,14.0,0.0,24.4,0.0,23.9,28.3,0.0,1009.0(26),3.0,
2000-9,76,54.2(02),2,72.0,0.0,0.0,7.8,1022.8(09),1.0,1015.7,1015.1,17.1,28.0(15),20.8,0.0,0.0,4,30/16.9(20),2.0,24,63.0,0.0,7.0,12.4(21),289.0,184.0,1.0,0.0,742.0,95.1,9.0,5.0,14.0,0.0,21.2,0.0,20.9,24.7,0.0,1000.2(19),7.0,
2001-10,76,21.6(17),1,74.0,0.0,0.0,6.7,1029.9(11),0.0,1019.6,1019.0,14.8,25.3(07),17.7,0.0,0.0,3,34/12.2(09),2.0,27,60.0,0.0,6.0,11.3(25),274.0,161.0,0.0,0.0,711.0,46.3,6.0,5.0,12.0,0.0,20.1,0.0,18.5,22.2,0.0,1005.0(20),6.0,
2001-11,76,30.6(11),5,65.0,0.0,0.0,5.2,1031.1(21),3.0,1019.6,1019.0,7.0,19.0(02),13.9,0.0,0.0,7,06/38.6(15),3.0,18,53.0,1.0,5.0,1.8(10),351.0,87.0,1.0,0.0,611.0,69.4,7.0,2.0,15.0,0.0,11.6,0.0,10.9,14.8,0.0,1001.4(11),5.0,
2001-12,76,23.0(14),6,67.0,0.0,0.0,5.7,1032.2(10),1.0,1022.3,1021.7,2.6,16.5(05),8.0,0.0,0.0,10,06/15.8(14),1.0,15,61.0,0.0,4.0,-3.6(25),442.0,66.0,0.0,0.0,798.0,27.8,4.0,0.0,14.0,10.0,3.4,1.0,6.5,10.2,0.0,1010.6(30),2.0,
2001-13,76,48.4(30/ago),37,68.0,1.0,5.0,,1037.8(11/feb),14.0,1017.1,1016.5,11.5,30.2(30/jul),22.0,2.0,0.0,66,06/38.6(15/nov),17.0,262,,1.0,56.0,-3.6(25/dic),322.0,131.0,4.0,2.0,9438.0,474.9,74.0,18.0,14.0,10.0,3.4,1.0,15.3,19.1,0.0,991.1(02/mar),44.0,
2001-1,76,38.2(15),6,69.0,0.0,0.0,4.9,1026.7(20),0.0,1014.7,1014.1,6.1,18.0(24),10.2,0.0,0.0,3,08/14.4(12),2.0,22,51.0,0.0,6.0,2.5(09),297.0,87.0,1.0,0.0,494.0,60.4,8.0,1.0,13.0,0.0,10.0,0.0,10.0,13.8,0.0,993.0(28),4.0,
2001-2,76,7.6(24),4,69.0,0.0,2.0,6.6,1037.8(11),2.0,1019.9,1019.3,5.7,17.4(05),10.8,0.0,0.0,6,06/18.1(15),0.0,18,62.0,0.0,3.0,0.4(26),344.0,85.0,0.0,1.0,700.0,11.6,3.0,0.0,15.0,0.0,9.0,0.0,9.7,13.7,0.0,996.6(27),3.0,
2001-3,76,4.3(01),4,70.0,0.0,1.0,7.1,1023.1(31),2.0,1011.1,1010.5,9.1,22.7(22),12.3,0.0,0.0,2,30/21.7(29),0.0,25,59.0,0.0,6.0,4.9(01),348.0,109.0,0.0,1.0,776.0,12.4,9.0,0.0,16.0,0.0,12.0,0.0,13.2,17.3,0.0,991.1(02),4.0,
2001-4,76,13.8(20),3,66.0,0.0,1.0,9.1,1025.6(09),3.0,1016.4,1015.8,9.2,25.4(23),13.0,0.0,0.0,3,26/18.6(30),2.0,24,69.0,0.0,3.0,4.4(21),340.0,106.0,0.0,0.0,643.0,27.9,5.0,2.0,16.0,0.0,12.6,0.0,13.3,17.3,0.0,1003.0(23),3.0,
2001-5,76,12.8(04),4,69.0,1.0,1.0,8.5,1025.0(28),1.0,1015.9,1015.3,12.6,25.7(30),17.6,0.0,0.0,4,08/20.0(01),1.0,23,59.0,0.0,7.0,6.6(01),300.0,138.0,0.0,0.0,843.0,34.1,9.0,3.0,14.0,0.0,14.6,0.0,16.2,19.8,0.0,1005.8(04),5.0,
2001-6,76,2.8(16),0,66.0,0.0,0.0,10.4,1023.9(04),1.0,1017.4,1016.8,16.3,28.3(16),19.6,0.0,0.0,10,23/15.6(07),0.0,20,68.0,0.0,1.0,14.2(20),304.0,169.0,0.0,0.0,883.0,2.8,3.0,0.0,14.0,0.0,21.0,0.0,20.0,23.7,0.0,1008.9(09),1.0,
2001-7,76,38.5(14),0,68.0,0.0,0.0,9.9,1023.1(01),0.0,1015.9,1015.3,18.5,30.2(30),21.1,2.0,0.0,11,24/14.4(15),2.0,20,67.0,0.0,5.0,13.8(19),288.0,194.0,1.0,0.0,870.0,73.1,5.0,1.0,13.0,0.0,19.8,0.0,22.2,26.0,0.0,1005.3(05),4.0,
2001-8,76,48.4(30),2,69.0,0.0,0.0,8.8,1024.0(11),1.0,1016.9,1016.3,20.2,29.9(02),22.0,0.0,0.0,7,01/15.6(30),1.0,22,64.0,0.0,2.0,17.7(30),281.0,210.0,1.0,0.0,1021.0,54.3,4.0,2.0,13.0,0.0,25.0,0.0,23.6,27.0,0.0,1008.5(29),2.0,
2001-9,76,19.8(22),2,69.0,0.0,0.0,,1022.7(26),0.0,1015.9,1015.3,16.0,25.6(03),19.4,0.0,0.0,0,22/14.4(15),3.0,28,,0.0,8.0,10.5(18),298.0,160.0,0.0,0.0,1088.0,54.8,11.0,2.0,14.0,0.0,19.8,0.0,19.5,23.0,0.0,1000.2(23),5.0,
2002-10,76,124.8(08),4,74.0,0.0,0.0,6.5,1030.4(28),1.0,1016.1,1015.6,14.0,25.2(01),17.1,0.0,0.0,2,24/16.4(22),3.0,25,59.0,0.0,5.0,9.2(18),322.0,161.0,2.0,0.0,1005.0,181.8,5.0,3.0,13.0,0.0,20.0,0.0,18.5,23.1,0.0,996.1(09),4.0,
2002-11,76,20.9(24),5,72.0,0.0,1.0,5.7,1024.0(01),,1012.5,1011.9,10.0,24.3(03),14.3,0.0,0.0,2,,2.0,23,57.0,,9.0,6.4(27),,123.0,0.0,0.0,922.0,56.2,10.0,0.0,12.0,0.0,14.0,0.0,14.7,19.3,0.0,988.9(14),8.0,
2002-12,76,30.6(10),8,74.0,0.0,0.0,4.4,1025.9(13),2.0,1016.4,1015.8,7.3,20.6(24),12.0,0.0,0.0,1,30/17.5(28),1.0,22,48.0,0.0,6.0,3.7(04),320.0,103.0,1.0,0.0,811.0,41.3,9.0,1.0,11.0,0.0,12.7,0.0,11.7,16.0,0.0,1000.7(27),3.0,
2002-13,76,124.8(08/oct),61,71.0,0.0,6.0,6.9,1035.8(09/ene),,1017.0,1016.5,11.6,30.3(09/sep),21.0,3.0,0.0,57,,23.0,247,57.0,,84.0,1.6(17/ene),,136.0,5.0,0.0,10560.0,773.3,96.0,29.0,13.0,0.0,8.3,0.0,15.7,19.7,0.0,988.9(14/nov),67.0,
2002-1,76,8.7(02),5,73.0,0.0,1.0,5.2,1035.8(09),2.0,1027.3,1026.7,4.6,18.0(27),8.0,0.0,0.0,5,30/25.0(24),0.0,21,54.0,0.0,7.0,1.6(17),356.0,82.0,0.0,0.0,438.0,28.1,7.0,0.0,11.0,0.0,9.6,0.0,8.5,12.4,0.0,1009.7(23),5.0,
2002-2,76,10.7(16),2,70.0,0.0,1.0,7.5,1031.5(01),3.0,1021.6,1021.0,5.5,18.7(27),9.6,0.0,0.0,6,31/18.9(06),1.0,20,71.0,0.0,4.0,3.0(18),337.0,86.0,0.0,0.0,479.0,17.2,4.0,3.0,14.0,0.0,8.3,0.0,9.8,14.0,0.0,1008.2(06),3.0,
2002-3,76,20.8(04),6,74.0,0.0,0.0,6.0,1027.4(21),3.0,1017.6,1017.0,8.0,22.0(19),11.2,0.0,0.0,3,07/20.6(04),3.0,22,50.0,0.0,7.0,4.5(03),354.0,103.0,0.0,0.0,522.0,58.4,8.0,0.0,15.0,0.0,11.0,0.0,11.6,15.1,0.0,998.5(05),7.0,
2002-4,76,35.1(03),8,74.0,0.0,1.0,7.3,1029.6(22),4.0,1013.5,1012.9,9.5,20.9(25),12.6,0.0,0.0,6,06/20.0(02),4.0,16,54.0,0.0,10.0,7.0(17),361.0,114.0,1.0,0.0,541.0,85.6,11.0,0.0,15.0,0.0,12.0,0.0,13.0,16.5,0.0,991.0(11),7.0,
2002-5,76,18.6(07),9,71.0,0.0,0.0,7.8,1026.0(15),3.0,1015.2,1014.6,11.2,22.7(27),13.6,0.0,0.0,6,07/23.1(07),2.0,16,54.0,0.0,11.0,7.9(04),349.0,128.0,0.0,0.0,822.0,79.5,11.0,4.0,14.0,0.0,13.2,0.0,14.9,18.4,0.0,1002.7(08),10.0,
