fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,nw_55,w_racha,nw_91,ts_20,ts_10,ts_50
1990-5,1505,7.4(11),,71.0,0.0,0.0,,974.7(28),1016.7,965.0,7.4,30.8(31),12.2,1.0,,,0.0,,,11.0,4.2(03),,124.0,0.0,,,28.6,11.0,0.0,9.0,0.0,16.4,0.0,14.9,22.5,,953.7(12),9.0,0.0,19/13.1(14),0.0,,,
1990-6,1505,9.7(18),,75.0,0.0,0.0,,971.3(30),1016.4,965.0,10.4,27.6(03),16.0,0.0,,,0.0,,,7.0,7.2(13),,143.0,0.0,,,28.2,7.0,0.0,13.0,0.0,16.0,0.0,16.1,21.8,,960.7(10),6.0,0.0,22/14.2(21),0.0,,,
1990-7,1505,2.2(27),,66.0,0.0,0.0,,972.6(06),1016.6,966.0,12.0,41.2(20),19.0,14.0,,,0.0,,,6.0,4.2(01),,167.0,0.0,,,6.0,6.0,0.0,10.0,0.0,19.2,0.0,20.7,29.5,,959.9(13),3.0,0.0,02/13.6(10),0.0,,,
1990-8,1505,10.2(23),,67.0,0.0,14.0,6.0,973.5(16),1018.4,967.6,11.6,40.8(04),16.6,9.0,,,1.0,,43.0,8.0,6.6(31),,159.0,0.0,,,24.0,8.0,2.0,11.0,0.0,19.6,0.0,19.8,28.1,,962.2(19),3.0,0.0,03/14.2(07),0.0,,,
1990-9,1505,5.7(30),,73.0,0.0,19.0,6.3,970.9(27),1016.8,965.5,10.9,30.4(19),17.0,1.0,0.0,,0.0,,50.0,11.0,4.2(25),214.0,148.0,0.0,16.0,802.0,21.5,11.0,4.0,10.0,0.0,17.2,0.0,17.5,24.2,0.0,957.1(25),7.0,1.0,19/15.6(29),0.0,18.6,16.6,
1991-10,1505,12.9(13),15.0,82.0,0.0,7.0,4.4,975.7(02),1017.5,964.9,5.9,22.6(04),12.8,0.0,0.0,5.0,2.0,11.0,40.0,19.0,-1.2(24),205.0,109.0,0.0,3.0,477.0,74.4,20.0,0.0,10.0,2.0,11.4,0.0,10.5,15.2,0.0,949.0(09),14.0,0.0,18/14.4(31),0.0,12.8,12.1,14.0
1991-11,1505,27.4(12),16.0,85.0,0.0,5.0,2.8,980.7(06),1020.1,966.9,4.2,17.6(01),11.2,0.0,0.0,2.0,6.0,12.0,29.0,20.0,-2.2(23),223.0,98.0,0.0,4.0,334.0,149.0,20.0,0.0,11.0,5.0,8.0,0.0,8.5,12.8,0.0,953.0(25),17.0,1.0,18/15.8(24),0.0,9.9,9.2,11.1
1991-12,1505,2.0(11),8.0,86.0,0.0,11.0,3.3,983.9(18),1028.1,973.9,0.8,16.6(06),8.4,0.0,0.0,8.0,0.0,15.0,37.0,8.0,-6.2(30),105.0,83.0,0.0,8.0,284.0,5.2,10.0,0.0,5.0,14.0,3.4,0.0,6.1,11.4,0.0,958.7(01),2.0,0.0,21/10.0(19),0.0,6.8,5.8,8.2
1991-13,1505,38.5(10/ene),,79.0,,101.0,5.1,983.9(18/dic),1019.3,966.7,6.1,34.8(13/ago),16.8,15.0,0.0,,32.0,,41.0,174.0,-6.2(25/ene),,113.0,2.0,71.0,7014.0,917.1,,14.0,12.0,55.0,3.4,,11.4,16.7,0.0,928.4(06/mar),121.0,,,,12.9,12.7,
1991-1,1505,38.5(10),,84.0,0.0,10.0,3.7,980.6(20),1024.7,970.7,1.1,14.8(09),9.2,0.0,0.0,,3.0,,39.0,17.0,-6.2(25),253.0,79.0,1.0,6.0,381.0,120.2,18.0,0.0,12.0,15.0,5.6,0.0,5.4,9.7,0.0,958.1(08),11.0,6.0,19/21.1(10),0.0,5.5,4.2,
1991-2,1505,23.0(01),,82.0,0.0,9.0,3.7,975.1(04),1017.7,964.0,0.9,17.6(25),6.6,0.0,0.0,,6.0,,35.0,20.0,-3.8(11),234.0,78.0,0.0,4.0,349.0,142.3,16.0,1.0,11.0,11.0,4.2,4.0,5.3,9.7,0.0,941.8(28),15.0,3.0,21/16.7(28),0.0,5.1,3.9,
1991-3,1505,28.9(11),,82.0,0.0,4.0,2.9,976.3(19),1011.7,959.1,4.8,20.8(20),11.2,0.0,0.0,,4.0,,24.0,21.0,-0.4(31),,96.0,0.0,4.0,546.0,129.1,24.0,0.0,14.0,2.0,5.8,0.0,8.8,12.8,0.0,928.4(06),19.0,,,,8.4,7.4,
1991-4,1505,19.4(04),13.0,74.0,,6.0,5.6,974.7(07),1018.9,965.9,2.9,23.8(09),8.2,0.0,0.0,4.0,1.0,13.0,42.0,17.0,-2.4(22),268.0,89.0,0.0,5.0,626.0,51.6,,0.0,14.0,6.0,9.6,,8.8,14.8,0.0,955.0(04),9.0,2.0,29/18.6(04),0.0,10.9,11.1,10.5
1991-5,1505,8.4(01),10.0,73.0,0.0,4.0,7.8,977.9(22),1021.8,969.2,6.4,30.6(28),13.4,1.0,0.0,5.0,0.0,16.0,53.0,13.0,1.0(10),294.0,106.0,0.0,5.0,759.0,20.0,15.0,3.0,15.0,0.0,9.4,0.0,12.1,17.8,0.0,958.7(29),6.0,1.0,35/16.1(02),0.0,14.6,15.1,13.1
1991-6,1505,12.0(05),10.0,71.0,0.0,8.0,7.7,973.2(10),1019.3,967.5,8.0,32.6(30),15.0,1.0,0.0,3.0,1.0,17.0,50.0,9.0,2.8(19),225.0,129.0,0.0,5.0,800.0,26.7,10.0,0.0,13.0,0.0,15.2,0.0,14.7,21.5,0.0,953.3(07),5.0,1.0,18/17.5(06),0.0,18.2,18.8,16.5
1991-7,1505,19.4(30),11.0,73.0,0.0,6.0,6.4,973.2(13),1017.5,966.3,12.5,33.4(27),16.4,5.0,0.0,0.0,2.0,20.0,42.0,7.0,8.4(03),248.0,155.0,0.0,4.0,907.0,48.0,10.0,2.0,13.0,0.0,14.6,0.0,18.2,23.9,0.0,955.9(28),7.0,1.0,19/16.9(29),0.0,21.2,22.1,19.3
1991-8,1505,12.0(21),6.0,73.0,0.0,12.0,8.1,973.7(08),1017.6,966.7,13.3,34.8(13),16.8,6.0,0.0,3.0,2.0,22.0,58.0,9.0,8.0(23),230.0,168.0,0.0,9.0,985.0,38.0,10.0,4.0,12.0,0.0,20.0,0.0,19.9,26.4,0.0,958.1(22),5.0,1.0,21/15.8(21),0.0,21.8,22.9,20.2
1991-9,1505,32.9(28),10.0,78.0,0.0,19.0,5.1,972.9(06),1016.5,965.3,12.4,31.2(17),16.6,2.0,0.0,1.0,5.0,19.0,41.0,14.0,8.0(26),179.0,161.0,1.0,14.0,566.0,112.6,15.0,4.0,9.0,0.0,13.4,0.0,18.2,23.9,0.0,943.9(29),11.0,1.0,25/20.3(28),0.0,19.6,19.8,19.1
1992-10,1505,41.9(28),20.0,88.0,1.0,9.0,2.7,974.3(24),1015.9,963.2,5.8,20.4(01),11.0,0.0,0.0,0.0,4.0,11.0,24.0,24.0,-2.2(18),171.0,111.0,2.0,6.0,262.0,144.4,24.0,0.0,8.0,4.0,10.0,0.0,9.9,14.1,0.0,945.9(16),19.0,0.0,03/12.5(16),0.0,12.5,11.9,13.4
1992-11,1505,26.3(14),19.0,86.0,0.0,9.0,2.4,978.6(19),1023.7,970.8,7.3,19.6(05),13.4,0.0,0.0,1.0,3.0,10.0,25.0,19.0,-1.0(22),227.0,116.0,0.0,6.0,416.0,93.7,19.0,0.0,10.0,2.0,10.4,0.0,11.1,14.8,0.0,957.1(15),11.0,3.0,19/18.9(25),0.0,11.2,10.9,11.9
1992-12,1505,25.2(04),13.0,87.0,0.0,11.0,2.2,975.5(12),1019.2,965.7,2.9,16.2(20),9.4,0.0,0.0,1.0,2.0,17.0,24.0,15.0,-3.4(29),222.0,90.0,0.0,8.0,374.0,97.6,18.0,1.0,9.0,8.0,4.6,0.0,6.9,11.0,0.0,944.8(04),12.0,7.0,22/19.4(07),0.0,7.8,7.1,9.1
1992-13,1505,59.8(30/ago),141.0,79.0,1.0,117.0,4.9,984.6(25/ene),1020.3,967.6,5.7,35.0(28/jul),17.2,15.0,0.0,27.0,27.0,198.0,39.0,162.0,-7.8(02/ene),,111.0,4.0,77.0,6796.0,903.2,179.0,10.0,10.0,61.0,4.6,2.0,11.3,16.9,0.0,935.4(31/mar),109.0,,,,12.8,13.0,12.6
1992-1,1505,24.2(08),2.0,81.0,0.0,7.0,5.0,984.6(25),1027.6,973.0,-2.8,14.4(31),3.0,0.0,0.0,13.0,2.0,16.0,53.0,4.0,-7.8(02),163.0,65.0,0.0,5.0,405.0,43.6,6.0,0.0,9.0,27.0,5.6,0.0,3.6,9.9,0.0,952.2(08),4.0,2.0,18/18.9(07),0.0,3.7,2.8,5.2
1992-2,1505,15.2(12),7.0,73.0,0.0,11.0,5.0,979.0(03),1026.3,972.3,0.0,18.0(08),9.0,0.0,0.0,7.0,1.0,15.0,47.0,7.0,-7.0(23),232.0,70.0,0.0,7.0,531.0,22.2,7.0,0.0,11.0,15.0,7.4,0.0,6.5,13.0,0.0,957.5(12),4.0,4.0,23/16.9(13),0.0,5.6,5.6,6.1
1992-3,1505,25.1(29),11.0,77.0,0.0,11.0,4.5,982.3(10),1023.5,970.1,1.9,24.0(19),6.0,0.0,0.0,0.0,4.0,20.0,38.0,14.0,-2.6(09),217.0,87.0,0.0,8.0,475.0,90.9,14.0,1.0,10.0,3.0,7.0,2.0,8.4,14.8,0.0,935.4(31),8.0,5.0,02/18.6(24),0.0,9.2,9.5,9.0
1992-4,1505,17.5(01),11.0,74.0,0.0,8.0,5.7,983.2(16),1018.6,965.9,4.1,24.8(20),11.4,0.0,0.0,1.0,1.0,18.0,42.0,13.0,0.0(10),247.0,94.0,0.0,5.0,704.0,57.5,18.0,0.0,13.0,1.0,7.6,0.0,9.8,15.5,0.0,940.7(03),7.0,1.0,25/16.1(07),0.0,11.4,12.0,10.6
1992-5,1505,17.8(17),10.0,72.0,0.0,7.0,7.1,976.2(06),1016.7,964.9,7.9,31.6(17),14.2,3.0,0.0,1.0,1.0,20.0,49.0,15.0,-0.2(04),,120.0,0.0,4.0,937.0,65.5,16.0,2.0,13.0,1.0,11.4,0.0,14.2,20.6,0.0,952.3(23),12.0,,,,16.3,17.2,14.8
1992-6,1505,15.0(03),15.0,78.0,0.0,10.0,5.0,970.2(20),1016.6,964.6,8.6,27.0(27),14.2,0.0,0.0,0.0,3.0,15.0,33.0,14.0,2.0(03),238.0,126.0,0.0,3.0,620.0,86.1,16.0,1.0,12.0,0.0,11.4,0.0,13.6,18.5,0.0,957.5(22),12.0,2.0,04/16.7(13),0.0,16.3,16.8,15.2
1992-7,1505,2.3(30),9.0,73.0,0.0,11.0,7.3,973.2(17),1018.8,967.7,12.4,35.0(28),16.8,5.0,0.0,1.0,0.0,21.0,49.0,8.0,6.8(02),191.0,161.0,0.0,7.0,759.0,5.5,10.0,2.0,10.0,0.0,18.0,0.0,18.7,25.1,0.0,961.4(20),2.0,0.0,01/13.6(06),0.0,21.4,22.7,19.4
1992-8,1505,59.8(30),15.0,74.0,0.0,11.0,6.0,973.8(12),1017.0,965.8,11.8,32.2(24),17.2,5.0,0.0,1.0,3.0,15.0,43.0,12.0,6.6(11),205.0,158.0,1.0,10.0,725.0,99.9,14.0,3.0,9.0,0.0,14.6,0.0,18.0,24.3,0.0,956.1(30),9.0,2.0,19/16.9(30),0.0,20.9,21.8,19.7
1992-9,1505,40.9(25),9.0,79.0,0.0,12.0,5.5,976.2(03),1019.2,967.3,8.8,30.2(15),14.2,2.0,0.0,1.0,3.0,20.0,44.0,17.0,2.4(18),177.0,137.0,1.0,8.0,588.0,96.3,17.0,0.0,8.0,0.0,13.4,0.0,14.9,20.9,0.0,950.7(26),9.0,0.0,20/12.2(21),0.0,17.2,17.4,17.2
1993-10,1505,28.8(01),14.0,85.0,0.0,4.0,4.1,974.9(19),1012.5,960.0,5.8,20.4(09),11.4,0.0,0.0,2.0,7.0,15.0,38.0,21.0,0.4(22),204.0,106.0,0.0,3.0,400.0,193.2,23.0,1.0,11.0,0.0,10.6,0.0,10.1,14.5,0.0,940.7(13),17.0,2.0,24/16.4(01),0.0,11.3,10.8,12.4
1993-11,1505,27.9(29),15.0,87.0,0.0,12.0,3.2,975.7(14),1017.9,964.6,2.8,17.8(03),10.8,0.0,0.0,2.0,4.0,13.0,32.0,14.0,-4.2(27),135.0,92.0,0.0,11.0,271.0,97.3,15.0,0.0,6.0,12.0,5.0,0.0,7.5,12.2,0.0,943.3(03),12.0,0.0,15/13.6(03),0.0,8.8,8.2,10.0
1993-12,1505,19.3(31),21.0,89.0,0.0,3.0,1.2,979.4(19),1024.6,971.1,5.6,16.4(03),11.6,0.0,0.0,0.0,3.0,9.0,13.0,27.0,-2.2(22),239.0,102.0,0.0,2.0,267.0,95.8,27.0,0.0,10.0,4.0,7.0,0.0,8.5,11.4,0.0,961.7(13),19.0,1.0,19/15.3(30),0.0,8.6,8.2,9.2
1993-13,1505,52.9(24/abr),143.0,80.0,2.0,105.0,4.9,982.3(16/feb),1018.9,966.3,5.8,35.6(19/ago),17.8,8.0,2.0,32.0,37.0,187.0,39.0,187.0,-6.0(25/feb),,112.0,2.0,75.0,6197.0,1089.3,196.0,23.0,9.0,56.0,1.0,4.0,11.2,16.5,0.0,940.7(13/oct),131.0,,,,,,
1993-1,1505,16.6(12),9.0,80.0,0.0,10.0,3.5,982.2(21),1027.9,974.1,2.0,16.8(16),10.2,0.0,0.0,0.0,1.0,22.0,36.0,9.0,-4.4(24),170.0,86.0,0.0,7.0,522.0,31.1,10.0,0.0,8.0,10.0,3.4,0.0,7.3,12.5,0.0,958.9(29),3.0,3.0,18/19.4(13),0.0,7.0,6.7,7.9
1993-2,1505,10.2(28),4.0,76.0,0.0,10.0,6.1,982.3(16),1026.7,972.6,-0.7,16.6(12),4.6,0.0,0.0,11.0,1.0,13.0,58.0,5.0,-6.0(25),150.0,72.0,0.0,7.0,412.0,26.7,4.0,0.0,7.0,18.0,3.0,2.0,6.0,12.7,0.0,958.5(28),4.0,3.0,33/20.8(27),0.0,6.3,6.0,7.3
1993-3,1505,11.9(01),10.0,73.0,0.0,10.0,5.2,979.8(16),1019.7,966.6,1.7,23.6(17),10.4,0.0,0.0,5.0,1.0,16.0,43.0,13.0,-5.2(06),156.0,85.0,0.0,7.0,666.0,37.2,12.0,0.0,8.0,11.0,1.0,2.0,8.4,15.1,0.0,953.4(01),5.0,1.0,19/16.7(31),0.0,9.2,9.7,8.7
1993-4,1505,52.9(24),19.0,79.0,2.0,8.0,3.8,976.1(16),1014.0,961.3,4.2,24.2(19),9.0,0.0,0.0,0.0,7.0,10.0,28.0,23.0,-0.2(16),,95.0,1.0,6.0,559.0,197.6,22.0,3.0,10.0,1.0,9.0,0.0,9.4,14.6,0.0,941.3(24),20.0,,,,10.6,11.0,10.5
1993-5,1505,25.0(23),19.0,78.0,0.0,4.0,4.2,971.1(20),1012.0,959.9,7.5,22.8(31),11.0,0.0,0.0,0.0,2.0,12.0,28.0,22.0,1.2(21),197.0,114.0,0.0,3.0,574.0,122.0,24.0,8.0,10.0,0.0,12.6,0.0,12.4,17.2,0.0,950.2(17),19.0,2.0,19/17.5(17),0.0,13.9,14.4,13.0
1993-6,1505,30.2(08),9.0,80.0,0.0,10.0,6.3,975.3(11),1017.8,966.2,10.5,28.6(18),14.6,0.0,1.0,1.0,5.0,19.0,41.0,16.0,4.2(13),,152.0,1.0,8.0,538.0,125.5,16.0,7.0,9.0,0.0,14.6,0.0,16.2,22.0,0.0,958.8(09),10.0,,,,,,
1993-7,1505,6.8(29),6.0,74.0,0.0,8.0,8.6,975.0(05),1020.8,969.3,10.0,32.0(23),16.6,4.0,0.0,6.0,0.0,19.0,57.0,9.0,4.2(12),,149.0,0.0,6.0,678.0,14.2,13.0,3.0,9.0,0.0,15.6,0.0,16.6,23.1,0.0,961.0(24),3.0,,,,20.1,21.2,18.6
1993-8,1505,24.3(26),6.0,75.0,0.0,15.0,8.0,973.2(08),1018.1,966.9,11.1,35.6(19),17.8,4.0,1.0,5.0,2.0,20.0,57.0,7.0,5.2(30),183.0,159.0,0.0,7.0,734.0,51.9,8.0,1.0,9.0,0.0,15.8,0.0,17.7,24.3,0.0,959.9(24),5.0,0.0,19/13.9(21),0.0,20.5,21.4,19.4
1993-9,1505,16.3(06),11.0,80.0,0.0,11.0,4.3,973.5(25),1014.6,962.7,9.2,27.6(02),14.4,0.0,0.0,0.0,4.0,19.0,34.0,21.0,0.6(28),213.0,131.0,0.0,8.0,576.0,96.8,22.0,0.0,11.0,0.0,13.0,0.0,14.0,18.8,0.0,951.1(12),14.0,5.0,21/18.9(12),0.0,16.4,16.1,16.5
1994-10,1505,18.0(22),12.0,79.0,0.0,11.0,4.2,973.2(12),1015.7,963.6,8.1,25.6(13),13.6,0.0,0.0,0.0,5.0,19.0,38.0,18.0,0.8(06),157.0,126.0,0.0,10.0,412.0,109.9,18.0,0.0,7.0,0.0,12.6,0.0,13.5,18.8,0.0,949.8(19),13.0,0.0,23/14.2(22),0.0,14.7,14.2,15.1
1994-11,1505,36.5(08),14.0,83.0,0.0,11.0,3.9,979.9(25),1019.8,966.9,4.6,19.8(23),13.0,0.0,0.0,2.0,2.0,14.0,41.0,13.0,-0.4(21),150.0,106.0,1.0,11.0,367.0,93.9,14.0,0.0,6.0,3.0,8.4,0.0,10.0,15.4,0.0,947.3(03),8.0,2.0,17/16.1(03),0.0,10.7,10.0,11.7
1994-12,1505,62.8(31),16.0,84.0,0.0,7.0,2.0,981.2(10),1025.1,971.6,4.2,19.2(01),11.0,0.0,0.0,3.0,5.0,12.0,23.0,16.0,-4.4(25),206.0,94.0,3.0,4.0,375.0,188.0,17.0,0.0,9.0,8.0,6.0,0.0,8.0,11.9,0.0,954.4(31),14.0,3.0,18/19.2(29),0.0,8.7,8.1,9.8
1994-13,1505,62.8(31/dic),148.0,77.0,0.0,100.0,4.9,984.9(23/ene),1019.0,966.5,6.6,32.6(23/jun),16.2,5.0,0.0,16.0,37.0,197.0,39.0,175.0,-4.4(13/feb),209.0,114.0,6.0,81.0,6489.0,1141.3,193.0,9.0,10.0,30.0,2.6,8.0,11.9,17.2,0.0,933.5(06/ene),127.0,28.0,20/20.0(22/feb),0.0,13.5,13.5,13.2
1994-1,1505,55.0(05),17.0,85.0,0.0,6.0,2.5,984.9(23),1022.9,969.1,2.8,15.6(30),10.4,0.0,0.0,2.0,8.0,12.0,26.0,22.0,-3.0(18),241.0,85.0,1.0,5.0,304.0,213.7,21.0,1.0,10.0,8.0,4.6,3.0,6.7,10.5,0.0,933.5(06),17.0,4.0,19/18.6(05),0.0,6.8,6.4,7.7
1994-2,1505,17.3(02),11.0,75.0,0.0,4.0,3.5,980.1(09),1015.3,962.0,2.3,17.4(13),9.2,0.0,0.0,0.0,3.0,15.0,33.0,18.0,-4.4(13),254.0,76.0,0.0,3.0,493.0,95.2,16.0,0.0,12.0,7.0,2.6,3.0,6.9,11.6,0.0,946.3(26),14.0,9.0,20/20.0(22),0.0,6.6,6.4,7.0
1994-3,1505,3.7(05),9.0,78.0,0.0,11.0,5.4,980.6(13),1024.3,971.2,4.1,24.0(24),9.6,0.0,0.0,2.0,0.0,20.0,45.0,14.0,0.2(08),205.0,100.0,0.0,9.0,541.0,15.3,17.0,1.0,9.0,0.0,10.4,0.0,10.1,16.1,0.0,959.9(31),4.0,2.0,19/18.6(31),0.0,10.8,11.3,10.3
1994-4,1505,24.0(22),15.0,74.0,0.0,5.0,5.1,979.7(02),1020.1,967.0,3.4,28.2(28),8.4,0.0,0.0,2.0,2.0,13.0,38.0,17.0,-1.8(12),259.0,87.0,0.0,4.0,699.0,76.6,18.0,0.0,12.0,4.0,8.6,2.0,8.8,14.1,0.0,945.5(22),11.0,4.0,15/18.1(22),0.0,10.5,10.7,10.4
1994-5,1505,19.7(14),17.0,71.0,0.0,5.0,5.7,974.6(04),1012.0,960.1,7.1,28.6(01),12.0,0.0,0.0,0.0,5.0,14.0,39.0,18.0,1.0(05),226.0,107.0,0.0,4.0,781.0,113.8,20.0,2.0,11.0,0.0,12.0,0.0,12.6,18.2,0.0,944.5(12),16.0,4.0,21/16.9(19),0.0,14.4,15.0,13.5
1994-6,1505,23.1(18),9.0,72.0,0.0,10.0,7.8,976.6(08),1020.5,968.8,8.8,32.6(23),14.4,2.0,0.0,3.0,2.0,18.0,51.0,7.0,3.4(13),214.0,135.0,0.0,9.0,733.0,44.6,9.0,3.0,10.0,0.0,15.6,0.0,15.4,22.0,0.0,961.3(01),5.0,0.0,03/15.0(10),0.0,18.8,19.5,16.9
1994-7,1505,48.7(16),10.0,76.0,0.0,16.0,6.7,973.1(06),1017.5,966.4,12.3,29.2(26),16.2,0.0,0.0,0.0,1.0,20.0,45.0,6.0,6.6(07),192.0,162.0,1.0,11.0,608.0,55.2,10.0,2.0,9.0,0.0,18.8,0.0,18.1,24.0,0.0,959.3(30),4.0,0.0,01/12.5(13),0.0,21.5,22.4,19.6
1994-8,1505,18.9(09),7.0,74.0,0.0,8.0,6.9,972.2(23),1016.3,965.2,12.7,31.8(20),16.0,3.0,0.0,1.0,2.0,22.0,50.0,6.0,8.6(24),192.0,159.0,0.0,8.0,655.0,33.9,12.0,0.0,9.0,0.0,17.0,0.0,18.5,24.3,0.0,952.1(09),4.0,0.0,21/14.4(10),0.0,21.2,21.8,19.8
1994-9,1505,18.3(24),11.0,77.0,0.0,6.0,4.9,975.9(17),1017.9,965.9,8.8,28.0(05),16.2,0.0,0.0,1.0,2.0,18.0,39.0,20.0,2.0(18),211.0,126.0,0.0,3.0,521.0,101.2,21.0,0.0,10.0,0.0,14.4,0.0,14.1,19.4,0.0,957.3(24),17.0,0.0,18/15.0(09),0.0,16.7,16.4,17.1
1995-10,1505,32.1(04),5.0,76.0,0.0,9.0,5.7,979.4(18),1018.2,966.3,8.7,27.2(08),14.6,0.0,0.0,6.0,2.0,20.0,52.0,12.0,2.8(22),135.0,129.0,1.0,6.0,602.0,82.0,12.0,1.0,7.0,0.0,15.6,0.0,14.9,21.1,0.0,954.0(24),9.0,1.0,20/17.5(24),0.0,15.5,15.3,15.7
1995-11,1505,54.3(15),11.0,84.0,1.0,7.0,2.5,979.9(22),1015.3,962.6,6.6,21.6(20),11.6,0.0,0.0,1.0,5.0,18.0,25.0,22.0,-0.2(08),129.0,107.0,2.0,5.0,316.0,197.5,22.0,1.0,6.0,2.0,7.8,0.0,10.7,14.8,0.0,942.1(11),18.0,0.0,18/15.0(14),0.0,11.5,10.8,12.5
1995-12,1505,44.0(30),15.0,81.0,0.0,3.0,2.5,976.9(02),1012.4,959.5,4.3,17.2(19),12.0,0.0,0.0,3.0,9.0,13.0,28.0,20.0,-4.8(15),202.0,93.0,1.0,1.0,382.0,212.9,21.0,1.0,9.0,8.0,5.0,1.0,8.2,12.0,0.0,940.4(30),16.0,4.0,22/21.4(28),0.0,8.2,7.5,9.2
1995-13,1505,54.3(15/nov),128.0,76.0,1.0,103.0,5.3,985.5(08/ene),1018.0,965.7,7.0,38.0(24/jul),16.4,7.0,0.0,33.0,38.0,204.0,42.0,182.0,-5.8(15/ene),192.0,116.0,4.0,71.0,6510.0,1166.7,190.0,16.0,9.0,38.0,2.4,7.0,12.5,18.0,0.0,940.4(30/dic),133.0,23.0,20/21.4(17/ene),0.0,13.9,13.8,13.7
1995-1,1505,24.4(17),18.0,85.0,0.0,5.0,2.0,985.5(08),1025.9,972.1,2.9,16.0(31),9.4,0.0,0.0,2.0,4.0,11.0,21.0,24.0,-5.8(15),249.0,89.0,0.0,3.0,338.0,124.6,25.0,0.0,11.0,7.0,2.4,0.0,6.8,10.8,0.0,948.6(17),19.0,8.0,20/21.4(17),0.0,7.2,6.7,8.2
1995-2,1505,22.7(16),13.0,79.0,0.0,7.0,3.7,980.3(04),1022.7,969.3,3.2,19.0(06),9.4,0.0,0.0,1.0,7.0,14.0,35.0,19.0,-2.6(22),235.0,89.0,0.0,5.0,416.0,136.0,18.0,1.0,11.0,7.0,7.2,1.0,8.1,13.1,0.0,951.9(09),14.0,5.0,18/18.1(11),0.0,8.3,8.0,8.7
1995-3,1505,9.9(04),10.0,76.0,0.0,8.0,4.5,978.9(31),1021.1,967.9,3.2,24.2(22),8.6,0.0,0.0,2.0,0.0,19.0,37.0,14.0,-1.6(07),230.0,88.0,0.0,6.0,518.0,52.9,15.0,0.0,11.0,7.0,7.8,2.0,8.8,14.3,0.0,948.4(10),7.0,0.0,19/15.0(09),0.0,9.5,9.6,9.4
1995-4,1505,11.9(21),6.0,71.0,0.0,13.0,7.3,979.1(01),1017.8,965.1,2.7,25.6(02),8.8,0.0,0.0,5.0,1.0,19.0,55.0,10.0,-2.0(23),186.0,91.0,0.0,9.0,650.0,41.8,8.0,0.0,9.0,7.0,4.8,3.0,10.4,18.0,0.0,949.8(27),8.0,2.0,02/16.1(14),0.0,12.9,13.1,12.4
1995-5,1505,23.8(06),15.0,72.0,0.0,9.0,6.6,974.2(30),1016.4,964.6,8.3,28.4(04),13.4,0.0,0.0,0.0,3.0,16.0,45.0,20.0,1.4(13),160.0,124.0,0.0,6.0,687.0,87.6,21.0,3.0,9.0,0.0,12.6,0.0,14.5,20.7,0.0,950.6(11),14.0,1.0,17/18.1(06),0.0,16.3,16.6,15.1
1995-6,1505,8.2(23),4.0,73.0,0.0,10.0,9.0,973.8(01),1016.4,964.9,9.8,30.2(19),14.6,1.0,0.0,5.0,0.0,21.0,59.0,5.0,3.4(01),241.0,138.0,0.0,8.0,640.0,20.6,7.0,5.0,11.0,0.0,17.2,0.0,15.8,21.8,0.0,959.2(24),4.0,0.0,01/14.2(09),0.0,19.0,19.3,17.4
1995-7,1505,20.4(08),10.0,72.0,0.0,10.0,6.5,970.2(05),1015.4,964.5,13.0,38.0(24),16.4,4.0,0.0,1.0,1.0,20.0,44.0,14.0,5.4(05),182.0,162.0,0.0,6.0,686.0,51.3,16.0,3.0,9.0,0.0,18.4,0.0,18.8,24.7,0.0,955.1(25),8.0,1.0,08/18.1(25),0.0,20.7,21.2,19.4
1995-8,1505,14.5(04),4.0,70.0,0.0,11.0,8.5,974.0(12),1017.3,966.3,12.5,34.2(16),15.4,2.0,0.0,6.0,1.0,21.0,61.0,4.0,7.2(03),203.0,155.0,0.0,7.0,815.0,15.9,7.0,0.0,10.0,0.0,19.8,0.0,18.8,25.1,0.0,960.0(09),1.0,0.0,02/13.9(14),0.0,20.9,21.3,19.9
1995-9,1505,28.4(07),17.0,77.0,0.0,11.0,4.6,975.7(27),1017.4,965.5,8.7,27.6(02),14.8,0.0,0.0,1.0,5.0,12.0,37.0,18.0,3.4(26),154.0,128.0,0.0,9.0,460.0,143.6,18.0,1.0,8.0,0.0,14.2,0.0,14.2,19.8,0.0,948.7(06),15.0,1.0,23/17.5(06),0.0,16.7,16.3,16.8
1996-10,1505,25.9(13),11.0,80.0,0.0,10.0,4.8,978.4(31),1021.0,968.5,6.4,25.2(22),13.0,0.0,2.0,3.0,2.0,17.0,44.0,15.0,-0.2(31),154.0,119.0,0.0,5.0,444.0,79.8,16.0,1.0,8.0,2.0,14.0,0.0,12.3,18.3,0.0,943.7(13),11.0,0.0,21/15.0(24),0.0,14.6,14.1,
1996-11,1505,23.8(21),21.0,89.0,0.0,9.0,2.1,979.3(01),1020.0,966.9,3.8,21.2(02),11.4,0.0,2.0,0.0,7.0,9.0,22.0,20.0,-1.6(12),190.0,104.0,0.0,4.0,206.0,174.7,21.0,0.0,8.0,5.0,7.2,0.0,8.3,12.7,0.0,934.8(11),17.0,2.0,27/20.3(19),0.0,10.4,9.9,
