fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,nw_55,w_racha,nw_91,ts_20,ts_10,ts_50
1996-12,1505,21.8(17),18.0,86.0,0.0,10.0,2.4,977.7(01),1009.5,956.4,2.5,15.6(17),10.8,0.0,0.0,1.0,3.0,12.0,27.0,22.0,-5.6(27),,86.0,0.0,5.0,224.0,111.2,22.0,0.0,8.0,12.0,3.6,2.0,6.6,10.7,0.0,934.5(21),17.0,,,,8.4,7.9,
1996-13,1505,44.5(17/may),,,2.0,100.0,,,,,,,,,,,37.0,,,182.0,,,,2.0,,,1133.0,190.0,14.0,9.0,,,7.0,,,,,143.0,,,,,,
1996-1,1505,29.1(06),18.0,79.0,0.0,6.0,2.5,970.6(16),1005.1,952.5,3.9,15.4(03),9.6,0.0,0.0,0.0,6.0,13.0,26.0,25.0,-2.0(18),223.0,85.0,0.0,4.0,475.0,166.7,26.0,1.0,10.0,4.0,6.4,0.0,7.7,11.5,0.0,934.1(06),22.0,6.0,25/21.4(01),0.0,7.6,7.0,8.5
1996-2,1505,25.8(25),19.0,81.0,0.0,1.0,3.2,978.4(16),1019.3,965.6,1.8,15.6(17),6.6,0.0,0.0,2.0,5.0,8.0,30.0,23.0,-2.8(21),218.0,76.0,0.0,2.0,288.0,140.3,19.0,0.0,10.0,8.0,2.0,4.0,5.7,9.7,0.0,950.2(01),18.0,3.0,04/17.5(15),0.0,6.4,5.8,7.3
1996-3,1505,34.1(31),,,0.0,3.0,,,,,,,,,,,2.0,,,16.0,,218.0,,1.0,,,105.8,15.0,3.0,10.0,,,1.0,,,,,15.0,2.0,22/17.2(31),0.0,,,
1996-4,1505,8.7(23),15.0,73.0,1.0,14.0,5.4,974.6(08),1015.6,963.2,5.0,24.0(15),9.4,0.0,0.0,1.0,0.0,14.0,40.0,10.0,-2.2(03),,100.0,0.0,7.0,499.0,40.4,14.0,2.0,8.0,1.0,10.6,0.0,11.2,17.4,0.0,946.1(01),9.0,,,,13.0,13.3,12.1
1996-5,1505,44.5(17),15.0,76.0,1.0,7.0,5.4,975.4(31),1014.1,962.0,6.3,29.0(30),12.6,0.0,0.0,0.0,5.0,16.0,37.0,15.0,-0.4(13),136.0,114.0,1.0,5.0,540.0,143.0,17.0,3.0,8.0,1.0,9.6,0.0,12.1,17.9,0.0,946.5(18),10.0,1.0,26/15.6(01),0.0,14.4,14.3,13.6
1996-6,1505,8.6(20),6.0,72.0,0.0,11.0,8.7,975.4(01),1020.1,968.7,9.8,32.5(15),14.8,5.0,0.0,4.0,0.0,20.0,56.0,5.0,5.2(23),154.0,151.0,0.0,7.0,706.0,12.1,5.0,0.0,8.0,0.0,15.8,0.0,17.1,24.3,1.0,960.1(20),2.0,1.0,28/15.3(06),0.0,20.9,21.1,19.5
1996-7,1505,14.6(25),7.0,75.0,0.0,12.0,8.4,976.4(09),1019.0,967.8,11.4,33.0(17),16.0,4.0,0.0,6.0,1.0,18.0,56.0,8.0,5.4(07),225.0,164.0,0.0,5.0,682.0,31.1,8.0,1.0,10.0,0.0,17.4,0.0,18.1,24.8,1.0,952.4(07),5.0,0.0,04/13.6(07),0.0,21.8,22.5,19.8
1996-8,1505,13.0(25),,76.0,0.0,6.0,5.6,972.5(30),1017.4,966.0,11.6,31.2(17),15.6,2.0,2.0,,2.0,,40.0,12.0,3.8(30),201.0,152.0,0.0,4.0,621.0,46.4,13.0,1.0,10.0,0.0,18.0,0.0,17.0,22.4,0.0,961.3(05),7.0,0.0,01/11.7(02),0.0,,,
1996-9,1505,15.9(30),,75.0,0.0,11.0,6.0,974.1(29),1015.6,963.9,8.8,26.4(29),13.6,0.0,0.0,,4.0,,48.0,11.0,3.6(13),178.0,127.0,0.0,9.0,604.0,81.5,14.0,2.0,9.0,0.0,14.4,0.0,14.9,21.1,0.0,948.2(20),10.0,1.0,23/17.2(18),0.0,17.3,16.8,
1997-10,1505,49.9(19),13.0,79.0,0.0,11.0,4.2,975.9(13),1015.5,963.8,9.8,27.8(04),17.8,0.0,0.0,1.0,4.0,17.0,38.0,17.0,-0.6(30),163.0,140.0,2.0,11.0,494.0,146.0,17.0,2.0,7.0,1.0,13.8,0.0,15.2,20.6,0.0,950.6(20),12.0,1.0,15/22.2(18),0.0,17.1,16.9,17.4
1997-11,1505,32.4(11),20.0,84.0,0.0,2.0,2.1,974.9(30),1009.0,956.7,7.4,19.4(03),12.6,0.0,0.0,1.0,10.0,9.0,21.0,27.0,0.6(01),223.0,107.0,1.0,2.0,375.0,236.0,28.0,0.0,10.0,0.0,8.2,0.0,10.5,13.5,0.0,939.0(25),23.0,1.0,22/18.1(17),0.0,11.8,11.5,12.7
1997-12,1505,24.8(01),19.0,85.0,0.0,3.0,1.8,977.5(13),1016.3,963.1,3.8,16.2(17),11.4,0.0,0.0,1.0,9.0,11.0,20.0,23.0,-4.8(15),205.0,92.0,0.0,1.0,316.0,179.4,23.0,0.0,8.0,9.0,5.6,0.0,7.5,11.1,0.0,932.3(17),17.0,0.0,18/15.0(17),0.0,8.9,8.6,9.8
1997-13,1505,49.9(19/oct),,77.0,0.0,105.0,4.5,981.3(18/feb),1017.2,965.0,7.2,30.8(23/ago),17.8,7.0,,,38.0,,36.0,176.0,-6.8(05/ene),,118.0,4.0,,,1098.1,184.0,22.0,8.0,34.0,-1.4,5.0,12.8,18.4,,932.3(17/dic),128.0,,,,,,
1997-1,1505,20.7(08),,84.0,0.0,5.0,1.8,977.0(28),1016.3,962.7,0.6,16.4(13),7.6,0.0,,,4.0,,19.0,15.0,-6.8(05),143.0,79.0,0.0,,,97.1,12.0,0.0,7.0,12.0,-1.4,5.0,5.4,10.2,,943.5(08),12.0,1.0,18/16.4(18),0.0,,,
1997-2,1505,5.9(02),13.0,79.0,0.0,9.0,2.6,981.3(18),1027.4,974.0,4.3,23.4(27),10.2,0.0,0.0,1.0,0.0,11.0,25.0,14.0,-1.8(27),208.0,98.0,0.0,5.0,,43.2,16.0,0.0,9.0,4.0,10.2,0.0,9.3,14.3,0.0,962.0(24),11.0,3.0,25/17.5(14),0.0,,,
1997-3,1505,0.0(--),,63.0,0.0,9.0,6.2,980.0(05),1024.6,971.9,2.1,24.6(31),6.4,0.0,,,0.0,,51.0,0.0,-1.6(30),144.0,85.0,0.0,,,0.0,0.0,0.0,7.0,5.0,14.4,0.0,11.6,21.1,,962.4(20),0.0,0.0,04/13.1(28),0.0,,,
1997-4,1505,7.6(19),10.0,68.0,0.0,9.0,7.1,976.5(28),1017.1,964.9,4.9,27.2(16),13.0,0.0,0.0,5.0,0.0,15.0,53.0,10.0,-1.6(23),189.0,101.0,0.0,8.0,703.0,19.4,11.0,2.0,9.0,3.0,12.8,0.0,12.6,20.3,0.0,949.8(19),5.0,0.0,01/13.3(21),0.0,14.6,14.5,14.0
1997-5,1505,23.3(04),19.0,72.0,0.0,8.0,4.9,969.0(02),1013.2,961.4,7.6,30.6(01),14.2,1.0,0.0,0.0,6.0,12.0,34.0,25.0,0.2(12),201.0,115.0,0.0,6.0,612.0,175.3,25.0,8.0,10.0,0.0,11.8,0.0,13.6,19.7,0.0,949.9(05),20.0,3.0,29/16.9(07),0.0,15.5,15.5,14.9
1997-6,1505,26.7(02),18.0,75.0,0.0,6.0,4.9,969.3(23),1013.0,961.4,9.6,25.4(09),13.6,0.0,0.0,1.0,2.0,11.0,32.0,20.0,2.6(28),203.0,128.0,0.0,3.0,547.0,77.4,23.0,1.0,10.0,0.0,13.2,0.0,14.5,19.4,0.0,947.8(05),13.0,1.0,19/20.0(06),0.0,17.7,17.6,17.1
1997-7,1505,19.3(08),13.0,75.0,0.0,9.0,6.6,977.2(05),1019.3,967.9,12.2,29.6(26),16.8,0.0,0.0,0.0,1.0,18.0,44.0,7.0,6.0(02),,152.0,0.0,5.0,569.0,32.9,8.0,3.0,9.0,0.0,16.6,0.0,17.4,22.5,0.0,959.1(01),3.0,,,,20.0,20.0,18.8
1997-8,1505,36.6(09),14.0,77.0,0.0,14.0,5.9,973.0(13),1016.1,965.1,13.1,30.8(23),17.0,4.0,0.0,1.0,2.0,16.0,43.0,10.0,7.4(26),156.0,166.0,1.0,11.0,564.0,65.9,13.0,3.0,8.0,0.0,18.4,0.0,18.7,24.3,0.0,955.5(27),7.0,0.0,21/14.2(09),0.0,21.3,21.2,20.5
1997-9,1505,7.6(23),7.0,77.0,0.0,20.0,6.1,972.6(07),1018.5,967.1,10.9,30.6(17),15.2,2.0,1.0,0.0,0.0,23.0,49.0,8.0,4.8(02),134.0,151.0,0.0,14.0,475.0,25.5,8.0,3.0,6.0,0.0,16.4,0.0,17.5,24.0,1.0,960.9(28),5.0,0.0,03/12.8(06),0.0,20.0,20.0,19.5
1998-10,1505,7.7(24),17.0,83.0,0.0,11.0,4.0,977.3(08),1022.4,969.9,7.5,23.6(16),14.4,0.0,1.0,1.0,0.0,13.0,37.0,24.0,-0.2(20),138.0,122.0,0.0,10.0,406.0,46.8,24.0,0.0,6.0,1.0,14.0,0.0,12.4,17.3,0.0,953.1(04),15.0,0.0,18/13.9(16),0.0,15.2,15.0,15.8
1998-11,1505,24.1(02),11.0,89.0,0.0,16.0,2.6,979.4(26),1023.3,969.9,3.6,20.2(08),15.2,0.0,2.0,1.0,2.0,18.0,26.0,21.0,-3.4(07),126.0,103.0,0.0,13.0,262.0,81.7,21.0,0.0,6.0,8.0,8.8,0.0,8.5,13.5,0.0,955.5(03),14.0,0.0,17/15.0(13),0.0,11.7,11.4,12.8
1998-12,1505,16.2(10),13.0,84.0,0.0,11.0,2.9,981.4(13),1023.9,970.0,0.8,18.4(13),11.8,0.0,0.0,3.0,4.0,15.0,32.0,13.0,-5.0(07),166.0,81.0,0.0,6.0,388.0,74.9,16.0,0.0,7.0,18.0,5.2,0.0,5.8,10.8,0.0,943.0(31),8.0,2.0,17/19.7(29),0.0,7.8,7.4,9.1
1998-13,1505,46.0(29/abr),149.0,78.0,4.0,113.0,5.2,987.5(22/feb),1019.5,967.1,6.5,36.2(07/ago),17.0,15.0,6.0,24.0,36.0,192.0,41.0,174.0,-5.0(07/dic),177.0,115.0,1.0,78.0,7018.0,942.0,188.0,13.0,8.0,47.0,5.2,5.0,12.2,17.8,3.0,941.5(12/ene),117.0,13.0,21/21.1(12/ene),0.0,14.5,14.2,14.4
1998-1,1505,11.3(13),13.0,80.0,0.0,6.0,3.1,978.9(16),1018.9,965.6,3.5,19.0(10),11.4,0.0,0.0,3.0,2.0,15.0,32.0,19.0,-4.4(31),216.0,87.0,0.0,3.0,487.0,68.5,19.0,0.0,9.0,8.0,5.6,2.0,7.9,12.2,0.0,941.5(12),13.0,5.0,21/21.1(12),0.0,8.7,8.4,9.4
1998-2,1505,12.7(20),7.0,77.0,0.0,15.0,5.4,987.5(22),1025.0,971.6,1.2,22.2(14),8.2,0.0,2.0,4.0,2.0,17.0,51.0,5.0,-2.8(01),113.0,88.0,0.0,11.0,399.0,27.9,6.0,0.0,5.0,8.0,9.2,0.0,8.5,15.8,1.0,947.5(02),4.0,0.0,24/13.9(21),0.0,8.7,8.5,9.0
1998-3,1505,17.4(04),11.0,72.0,0.0,12.0,6.1,978.9(13),1023.9,970.9,4.2,23.6(27),12.2,0.0,0.0,2.0,2.0,18.0,51.0,13.0,-2.4(02),200.0,93.0,0.0,9.0,725.0,56.9,14.0,0.0,9.0,4.0,9.6,0.0,10.7,17.2,0.0,947.2(29),10.0,1.0,20/15.8(03),0.0,11.9,11.7,11.5
1998-4,1505,46.0(29),21.0,81.0,4.0,0.0,3.4,975.1(24),1012.0,959.2,4.9,23.0(24),10.4,0.0,0.0,0.0,13.0,9.0,25.0,28.0,0.6(11),261.0,93.0,1.0,0.0,466.0,324.0,21.0,1.0,12.0,0.0,7.4,3.0,9.0,13.1,0.0,945.5(16),25.0,5.0,26/20.3(16),0.0,11.1,10.8,11.2
1998-5,1505,23.2(30),14.0,74.0,0.0,10.0,6.8,971.1(04),1015.4,963.5,6.9,26.0(16),10.8,0.0,0.0,3.0,3.0,14.0,46.0,14.0,1.4(05),167.0,115.0,0.0,3.0,753.0,83.1,16.0,6.0,8.0,0.0,10.6,0.0,13.2,19.4,2.0,954.7(29),8.0,0.0,04/13.3(22),0.0,15.5,15.4,14.7
1998-6,1505,12.4(01),11.0,69.0,0.0,7.0,7.1,976.5(11),1018.9,967.4,9.4,34.0(19),14.4,3.0,0.0,0.0,1.0,19.0,46.0,8.0,3.4(12),168.0,132.0,0.0,5.0,829.0,18.2,10.0,0.0,8.0,0.0,16.6,0.0,16.1,22.7,0.0,952.2(01),3.0,0.0,22/11.7(01),0.0,19.3,19.1,18.1
1998-7,1505,28.7(02),9.0,73.0,0.0,7.0,7.9,972.9(03),1018.1,966.8,11.7,30.6(19),14.6,2.0,0.0,4.0,3.0,18.0,53.0,8.0,6.4(15),189.0,150.0,0.0,4.0,779.0,57.1,13.0,2.0,9.0,0.0,16.4,0.0,17.4,23.2,0.0,957.5(01),5.0,0.0,01/11.7(31),0.0,21.5,21.2,20.4
1998-8,1505,1.5(11),8.0,72.0,0.0,11.0,8.3,976.3(03),1018.3,967.3,13.3,36.2(07),17.0,8.0,1.0,3.0,0.0,20.0,59.0,3.0,4.6(03),207.0,164.0,0.0,7.0,922.0,2.6,7.0,3.0,8.0,0.0,18.6,0.0,19.8,26.3,0.0,958.1(31),2.0,0.0,02/12.5(24),0.0,22.6,22.4,21.5
1998-9,1505,23.7(25),14.0,76.0,0.0,7.0,4.6,971.3(14),1013.8,962.5,11.5,30.6(19),15.2,2.0,0.0,0.0,4.0,16.0,37.0,18.0,6.4(12),178.0,146.0,0.0,7.0,602.0,100.3,21.0,1.0,8.0,0.0,15.0,0.0,17.0,22.4,0.0,944.1(25),10.0,0.0,21/12.8(09),0.0,19.7,19.4,19.7
1999-10,1505,28.3(22),18.0,85.0,0.0,8.0,3.6,977.3(08),1015.1,962.9,7.8,23.2(10),12.8,0.0,0.0,0.0,7.0,13.0,32.0,19.0,1.8(26),157.0,123.0,0.0,5.0,359.0,173.6,19.0,0.0,7.0,0.0,13.0,0.0,12.4,17.0,1.0,938.3(20),18.0,1.0,17/18.3(30),0.0,14.7,14.5,15.3
1999-11,1505,32.1(01),14.0,84.0,0.0,7.0,3.4,981.0(02),1024.2,970.6,2.4,18.6(01),12.6,0.0,0.0,2.0,3.0,14.0,35.0,15.0,-3.8(26),143.0,91.0,1.0,5.0,289.0,84.0,19.0,0.0,6.0,8.0,5.0,0.0,7.2,12.0,0.0,958.3(14),11.0,0.0,17/14.2(29),0.0,10.6,10.3,11.7
1999-12,1505,42.9(14),17.0,86.0,0.0,8.0,2.3,980.7(17),1024.1,970.3,2.7,15.8(03),12.0,0.0,0.0,0.0,4.0,14.0,26.0,19.0,-5.2(31),191.0,88.0,1.0,4.0,296.0,132.7,19.0,1.0,8.0,10.0,5.6,3.0,6.8,10.8,0.0,952.9(27),16.0,7.0,21/20.3(27),0.0,8.5,8.2,9.3
1999-13,1505,73.4(18/sep),149.0,79.0,3.0,96.0,5.1,984.1(03/feb),1018.8,966.3,6.5,32.2(10/sep),16.2,6.0,4.0,23.0,46.0,193.0,40.0,183.0,-5.4(11/ene),188.0,115.0,4.0,62.0,6731.0,1233.3,195.0,11.0,8.0,50.0,5.0,11.0,11.7,17.0,2.0,938.3(20/oct),135.0,20.0,21/20.3(27/dic),0.0,14.0,13.7,
1999-1,1505,29.4(16),13.0,79.0,0.0,9.0,2.5,978.9(28),1021.6,968.1,2.2,19.2(06),9.8,0.0,0.0,3.0,4.0,15.0,27.0,15.0,-5.4(11),209.0,82.0,0.0,4.0,505.0,87.9,17.0,0.0,9.0,10.0,5.6,2.0,6.7,11.2,0.0,952.1(01),9.0,1.0,19/16.4(16),0.0,7.6,7.3,
1999-2,1505,11.1(09),10.0,82.0,0.0,8.0,4.3,984.1(03),1027.6,973.5,0.5,18.2(26),8.4,0.0,0.0,3.0,3.0,15.0,41.0,15.0,-5.0(15),143.0,80.0,0.0,6.0,295.0,51.3,16.0,0.0,7.0,16.0,6.4,2.0,5.9,11.3,0.0,956.7(09),9.0,0.0,23/12.5(24),0.0,7.5,7.1,
1999-3,1505,20.5(07),13.0,78.0,2.0,3.0,5.0,977.8(01),1015.4,962.4,3.0,22.0(31),8.8,0.0,0.0,4.0,5.0,14.0,42.0,18.0,-4.0(01),232.0,88.0,0.0,3.0,610.0,131.7,16.0,2.0,10.0,3.0,7.4,2.0,8.5,14.0,0.0,947.9(10),14.0,2.0,19/20.0(08),0.0,9.7,9.5,9.8
1999-4,1505,31.0(20),13.0,76.0,0.0,7.0,5.5,979.9(07),1018.4,965.7,4.7,27.6(05),9.0,0.0,0.0,1.0,6.0,16.0,41.0,19.0,-1.4(15),225.0,98.0,1.0,6.0,609.0,145.7,18.0,0.0,11.0,3.0,8.0,2.0,10.3,15.9,0.0,951.0(16),15.0,3.0,19/17.8(20),0.0,12.1,12.0,11.8
1999-5,1505,20.2(13),18.0,76.0,0.0,7.0,5.3,977.0(21),1015.3,963.4,8.4,29.0(26),14.8,0.0,2.0,1.0,3.0,12.0,36.0,18.0,2.4(22),196.0,125.0,0.0,2.0,670.0,96.8,19.0,2.0,9.0,0.0,10.8,0.0,13.7,19.0,0.0,953.7(17),12.0,3.0,20/16.1(06),0.0,15.3,15.2,14.5
1999-6,1505,26.1(01),10.0,75.0,1.0,8.0,7.6,974.6(17),1019.9,968.1,10.1,30.4(24),14.6,1.0,0.0,3.0,2.0,17.0,50.0,8.0,2.2(08),230.0,137.0,0.0,5.0,834.0,51.1,11.0,2.0,10.0,0.0,13.4,0.0,15.3,20.5,0.0,960.2(01),5.0,0.0,03/14.4(21),0.0,18.8,18.6,17.7
1999-7,1505,9.3(04),6.0,73.0,0.0,10.0,8.3,973.4(07),1016.4,965.5,12.7,31.6(09),16.2,4.0,1.0,4.0,0.0,21.0,55.0,6.0,8.2(14),187.0,168.0,0.0,7.0,874.0,17.2,7.0,1.0,9.0,0.0,19.6,0.0,19.0,25.3,0.0,959.7(26),4.0,0.0,02/14.2(10),0.0,22.1,21.9,20.9
1999-8,1505,19.7(05),5.0,71.0,0.0,11.0,8.1,970.6(10),1014.0,963.1,12.0,29.4(23),16.2,0.0,1.0,1.0,2.0,25.0,59.0,13.0,8.4(20),154.0,157.0,0.0,6.0,830.0,63.9,14.0,0.0,7.0,0.0,19.8,0.0,18.6,25.1,1.0,948.5(07),8.0,0.0,19/14.2(08),0.0,21.7,21.4,20.8
1999-9,1505,73.4(18),12.0,79.0,0.0,10.0,5.0,970.1(09),1013.0,961.7,11.1,32.2(10),15.6,1.0,0.0,1.0,7.0,17.0,40.0,18.0,2.6(14),187.0,148.0,1.0,9.0,560.0,197.4,20.0,3.0,8.0,0.0,14.6,0.0,16.4,21.7,0.0,940.5(19),14.0,3.0,17/17.5(21),0.0,19.0,18.7,19.0
2000-10,1505,33.9(30),17.0,86.0,0.0,12.0,3.4,974.6(07),1019.3,966.7,6.4,23.0(03),10.8,0.0,0.0,1.0,6.0,13.0,31.0,19.0,1.0(21),138.0,119.0,1.0,9.0,297.0,142.5,19.0,0.0,6.0,0.0,10.6,0.0,11.5,16.6,1.0,946.5(11),14.0,1.0,27/20.6(11),0.0,14.5,14.3,15.1
2000-11,1505,35.2(06),,89.0,2.0,4.0,1.6,974.3(17),1013.4,960.5,4.9,20.2(28),11.5,0.0,0.0,,12.0,,17.0,28.0,-3.6(11),211.0,101.0,1.0,3.0,338.0,287.5,26.0,4.0,9.0,4.0,7.6,0.0,8.4,11.9,0.0,944.3(05),26.0,4.0,22/19.7(05),0.0,,,
2000-12,1505,47.0(06),,84.0,5.0,0.0,1.2,974.9(13),1009.7,957.1,6.4,16.6(04),11.6,0.0,0.0,,15.0,,13.0,27.0,1.1(27),,98.0,2.0,0.0,513.0,353.2,22.0,2.0,12.0,0.0,7.5,0.0,9.2,11.9,0.0,933.8(07),25.0,,,,,,
2000-13,1505,47.0(06/dic),,79.0,10.0,111.0,4.8,982.1(03/feb),1018.1,965.7,6.2,35.0(17/jun),15.8,13.0,0.0,,49.0,,38.0,189.0,-6.9(26/ene),,114.0,5.0,79.0,6244.0,1340.7,198.0,21.0,8.0,42.0,4.4,4.0,11.8,17.4,6.0,930.2(02/abr),147.0,,,,,,
2000-1,1505,27.8(13),,79.0,0.0,6.0,4.8,981.3(10),1026.9,972.5,-1.9,18.2(31),6.4,0.0,0.0,,2.0,,51.0,7.0,-6.9(26),137.0,66.0,0.0,3.0,324.0,47.5,5.0,0.0,6.0,24.0,4.4,2.0,4.1,10.1,0.0,953.7(14),4.0,0.0,03/14.2(22),0.0,5.2,4.8,
2000-2,1505,8.7(08),,84.0,0.0,9.0,2.7,982.1(03),1029.7,976.1,3.3,20.5(24),9.2,0.0,0.0,,0.0,,25.0,15.0,-2.6(04),139.0,100.0,0.0,9.0,280.0,35.4,21.0,0.0,7.0,4.0,9.0,0.0,8.6,13.8,0.0,968.1(01),9.0,0.0,16/12.2(08),0.0,8.7,8.5,
2000-3,1505,9.3(24),,76.0,2.0,17.0,6.1,979.4(15),1022.8,969.5,1.6,23.8(09),7.8,0.0,0.0,,0.0,,51.0,10.0,-3.6(30),157.0,88.0,0.0,12.0,497.0,33.9,7.0,0.0,7.0,8.0,9.2,1.0,8.7,15.7,0.0,957.0(23),7.0,0.0,02/13.6(19),0.0,10.3,10.0,
2000-4,1505,36.8(13),,83.0,1.0,3.0,2.3,967.3(23),1008.1,955.5,4.7,20.0(30),11.0,0.0,0.0,,5.0,,17.0,27.0,-3.8(06),220.0,96.0,1.0,3.0,400.0,199.0,26.0,0.0,9.0,2.0,7.6,1.0,8.9,13.0,0.0,930.2(02),26.0,3.0,20/16.4(19),0.0,10.3,10.1,
2000-5,1505,21.3(03),16.0,77.0,0.0,15.0,5.6,971.8(30),1016.1,964.3,7.6,28.0(14),14.0,0.0,0.0,0.0,3.0,15.0,38.0,18.0,3.2(18),,127.0,0.0,11.0,520.0,91.7,21.0,9.0,7.0,0.0,14.6,0.0,13.7,19.8,0.0,956.2(04),12.0,,,,15.6,15.4,
2000-6,1505,4.1(08),6.0,68.0,0.0,8.0,8.4,977.4(12),1019.7,968.3,9.1,35.0(17),14.4,4.0,0.0,8.0,0.0,16.0,55.0,7.0,2.8(10),155.0,137.0,0.0,4.0,905.0,10.5,9.0,2.0,7.0,0.0,13.2,0.0,16.7,24.3,0.0,957.8(08),4.0,0.0,27/14.7(30),0.0,,,
2000-7,1505,13.8(23),7.0,73.0,0.0,7.0,7.2,974.2(14),1016.5,965.2,11.9,34.6(21),15.8,2.0,0.0,0.0,1.0,24.0,48.0,12.0,5.9(12),172.0,151.0,0.0,5.0,740.0,47.5,14.0,2.0,8.0,0.0,18.0,0.0,17.7,23.5,0.0,956.2(24),8.0,0.0,22/12.8(02),0.0,20.6,20.3,19.4
2000-8,1505,14.7(22),3.0,70.0,0.0,12.0,8.1,976.2(04),1018.6,967.3,10.6,35.0(09),15.2,4.0,0.0,4.0,1.0,24.0,58.0,9.0,6.9(28),131.0,147.0,0.0,10.0,808.0,30.3,13.0,2.0,7.0,0.0,20.5,0.0,17.7,24.8,0.0,957.7(22),5.0,1.0,16/18.3(22),0.0,21.2,20.7,20.3
2000-9,1505,15.8(28),8.0,74.0,0.0,18.0,6.0,972.1(05),1016.2,964.8,9.6,34.5(09),15.6,3.0,0.0,2.0,4.0,20.0,48.0,10.0,4.6(25),122.0,141.0,0.0,10.0,622.0,61.7,15.0,0.0,6.0,0.0,13.8,0.0,16.6,23.6,5.0,951.1(19),7.0,0.0,20/13.1(23),0.0,19.7,19.3,19.4
2001-10,1505,35.4(21),,82.0,0.0,6.0,,979.0(31),1016.1,964.3,9.4,25.0(11),17.8,0.0,,,7.0,,,19.0,3.4(26),174.0,135.0,1.0,,,170.6,20.0,1.0,7.0,0.0,13.5,0.0,14.4,19.4,,947.0(20),17.0,1.0,19/16.4(07),0.0,,,
2001-11,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-13,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-1,1505,33.9(04),,88.0,0.0,2.0,1.2,976.3(31),1014.1,961.0,4.2,14.7(05),9.3,0.0,0.0,,9.0,,13.0,29.0,-1.0(15),,94.0,1.0,2.0,336.0,247.3,29.0,1.0,9.0,2.0,6.8,0.0,7.4,10.6,0.0,944.1(01),27.0,,,,,,
2001-2,1505,32.3(07),,80.0,0.0,8.0,4.9,981.7(10),1021.9,968.4,2.1,20.4(12),7.8,0.0,0.0,,4.0,,46.0,12.0,-5.4(26),181.0,84.0,1.0,7.0,323.0,102.1,11.0,1.0,8.0,9.0,6.4,2.0,7.4,12.8,0.0,943.7(07),10.0,3.0,19/18.9(05),0.0,,,
2001-3,1505,39.0(20),,82.0,2.0,2.0,,971.9(31),1009.0,956.8,6.9,20.0(15),12.4,0.0,0.0,,12.0,,,29.0,1.0(14),248.0,108.0,2.0,2.0,401.0,305.2,28.0,0.0,11.0,0.0,7.6,0.0,10.6,14.2,0.0,928.5(02),25.0,4.0,19/18.6(06),0.0,,,
2001-4,1505,9.9(29),,75.0,1.0,5.0,5.8,978.5(08),1020.2,967.3,3.7,24.2(01),10.4,0.0,0.0,,0.0,,43.0,18.0,-0.4(20),194.0,95.0,0.0,3.0,520.0,66.2,17.0,1.0,9.0,2.0,10.0,0.0,9.5,15.2,1.0,954.3(22),15.0,2.0,22/16.9(24),0.0,,,
2001-5,1505,22.4(01),12.0,74.0,0.0,15.0,6.8,972.7(28),1016.8,964.8,6.8,34.0(29),13.4,3.0,0.0,5.0,2.0,14.0,46.0,13.0,-1.0(07),,118.0,0.0,13.0,625.0,83.0,13.0,2.0,7.0,2.0,9.0,0.0,13.3,19.7,0.0,951.7(14),10.0,,,,15.2,14.9,14.0
2001-6,1505,13.1(09),5.0,69.0,0.0,6.0,7.9,975.7(17),1019.0,967.5,9.7,34.6(20),13.8,4.0,0.0,4.0,1.0,21.0,51.0,5.0,2.2(11),140.0,136.0,0.0,5.0,737.0,20.7,7.0,0.0,6.0,0.0,15.3,0.0,16.6,23.5,0.0,959.1(09),3.0,0.0,01/12.8(01),0.0,20.2,19.6,18.6
2001-7,1505,36.7(04),10.0,76.0,0.0,8.0,6.5,973.1(01),1017.8,966.5,11.3,35.1(02),18.2,1.0,0.0,0.0,3.0,21.0,43.0,10.0,5.0(20),143.0,156.0,1.0,6.0,591.0,89.4,12.0,3.0,6.0,0.0,17.7,0.0,17.1,22.9,0.0,954.7(05),9.0,0.0,21/12.5(17),0.0,20.7,20.1,19.5
2001-8,1505,24.9(26),7.0,75.0,1.0,18.0,7.4,975.0(05),1017.7,966.6,11.8,32.8(25),17.4,2.0,0.0,2.0,3.0,22.0,53.0,10.0,5.6(05),115.0,165.0,0.0,11.0,653.0,69.4,12.0,6.0,6.0,0.0,20.4,0.0,18.6,25.5,3.0,958.5(19),7.0,0.0,19/13.1(19),0.0,21.5,20.8,20.3
2001-9,1505,62.8(22),,78.0,0.0,9.0,8.0,971.9(07),1016.9,965.2,8.6,25.2(12),16.0,0.0,0.0,,1.0,,63.0,7.0,3.6(19),160.0,139.0,1.0,5.0,481.0,79.6,9.0,1.0,7.0,0.0,15.9,0.0,15.0,21.3,0.0,952.3(23),5.0,0.0,20/13.3(30),0.0,19.1,18.4,
