fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,ts_10,ts_50
2006-4,3260B,12.4(22),3,56,1,2,8.9,962.3(02),4,1013.4,954.1,9.0,28.2(27),12.2,0,0,4,33/18.6(27),1,23,67,0,11,4.1(11),273,100,0,0,1130,38.6,11,1,13,0,15.1,0,15.6,22.2,0,945.9(04),8,,18.1,19.0,17.3
2006-5,3260B,15.7(11),5,41,0,0,9.8,967.0(25),2,1014.6,956.3,13.4,37.4(17),20.6,8,0,2,12/16.4(02),1,24,68,0,7,7.5(08),310,106,0,0,1836,22.9,7,2,15,0,17.6,0,20.7,27.9,0,946.5(02),3,,24.1,25.7,22.8
2006-6,3260B,17.4(15),2,39,0,0,11.3,962.6(04),7,1013.5,956.1,16.9,39.2(08),21.7,21,0,5,18/22.8(15),1,23,75,0,8,12.0(03),327,122,0,0,2295,32.4,9,9,15,0,26.4,0,24.5,32.2,0,949.5(14),6,,28.3,30.5,27.0
2006-7,3260B,0.7(18),2,31,0,0,11.8,962.7(11),2,1013.6,956.9,21.3,40.4(10),24.9,31,0,17,28/18.9(18),0,12,81,0,1,17.4(03),295,125,0,0,3090,0.7,1,0,15,0,31.3,0,28.9,36.5,0,951.0(29),0,83040,33.0,35.3,31.2
2006-8,3260B,2.6(17),0,34,0,0,12.4,964.1(21),4,1012.3,955.1,18.2,37.8(02),23.5,27,0,22,29/17.2(16),0,9,91,0,2,11.6(19),307,113,0,0,2680,2.7,2,0,14,0,24.0,0,26.0,33.8,0,945.9(17),1,69527,31.6,32.9,30.9
2006-9,3260B,5.5(13),3,45,0,0,8.2,964.1(04),1,1013.5,955.6,16.1,39.4(03),22.4,14,0,8,16/16.4(09),0,19,65,0,5,10.6(15),284,122,0,0,1902,11.6,6,4,13,0,20.6,0,23.2,30.2,0,946.2(21),2,53677,27.0,27.4,27.2
2007-10,3260B,25.5(03),5,60,1,1,8.1,966.6(09),1,1018.8,959.1,9.4,26.3(08),14.1,0,0,8,07/15.3(11),2,18,73,0,4,3.4(31),212,111,0,0,827,55.5,3,3,9,0,15.7,0,15.9,22.4,0,950.7(24),4,44425,,,
2007-11,3260B,8.5(20),2,55,0,5,8.1,968.2(06),0,1020.1,958.9,1.2,23.6(05),5.9,0,0,19,22/14.7(20),0,9,81,0,3,-5.6(17),175,66,0,2,540,17.1,3,0,8,11,11.6,0,9.2,17.1,0,942.6(20),2,33860,11.0,11.4,12.3
2007-12,3260B,1.8(18),6,75,0,9,5.2,971.8(27),2,1026.1,963.9,0.5,17.4(04),6.5,0,0,6,28/18.3(09),0,19,56,0,6,-6.3(15),213,75,0,4,276,3.2,8,0,10,15,8.0,0,6.5,12.5,2,953.8(21),1,23069,7.1,7.2,7.9
2007-13,3260B,34.0(22/may),63,56,4,40,8.3,979.5(02/ene),29,1018.1,958.4,8.9,41.3(04/ago),22.6,77,2,101,32/25.8(07/mar),12,201,67,2,76,-6.3(15/dic),265,99,1,11,13004,382.5,86,28,12,38,5.2,2,15.4,21.9,5,942.6(20/nov),43,636141,,,
2007-1,3260B,6.5(29),10,77,0,13,3.8,979.5(02),1,1027.9,965.6,1.6,16.8(12),6.5,0,2,2,04/19.2(26),0,19,40,0,5,-4.5(28),219,76,0,2,272,8.3,6,0,10,9,5.2,2,6.3,10.9,3,945.7(25),1,20682,7.4,7.6,7.6
2007-2,3260B,17.9(08),9,72,0,4,5.1,968.1(26),6,1019.1,958.2,5.5,23.8(16),10.4,0,0,0,27/25.3(16),1,19,47,1,11,-0.1(01),325,92,0,1,502,27.9,15,1,16,2,10.0,0,10.2,14.9,0,943.8(16),5,29042,10.3,11.0,9.5
2007-3,3260B,14.7(31),4,52,0,2,8.2,974.2(10),6,1020.4,959.5,4.1,22.4(04),9.0,0,0,6,32/25.8(07),1,21,68,1,5,-2.3(22),331,68,0,0,1069,30.5,7,1,15,1,10.8,0,10.6,17.1,0,948.4(25),4,53343,13.3,14.3,12.4
2007-4,3260B,26.3(25),9,64,2,4,6.8,963.5(23),2,1015.5,955.5,7.6,27.6(24),12.6,0,0,3,13/19.7(16),3,18,51,0,18,0.4(05),272,98,0,1,723,92.0,16,6,12,0,11.6,0,13.3,19.1,0,947.7(01),9,53543,15.6,16.4,14.5
2007-5,3260B,34.0(22),8,55,1,2,9.8,968.5(08),5,1014.8,955.8,10.7,31.6(18),16.6,2,0,5,02/19.2(05),2,18,68,0,10,5.5(01),299,113,1,1,1142,86.0,11,9,13,0,15.7,0,17.2,23.7,0,945.3(02),9,73085,19.7,21.2,18.4
2007-6,3260B,13.6(14),6,48,0,0,11.1,964.0(01),1,1013.2,955.2,14.5,34.9(30),19.2,9,0,9,17/15.6(30),2,15,74,0,5,10.0(01),267,127,0,0,1463,35.9,6,2,13,0,22.4,0,21.4,28.3,0,949.1(06),5,79554,25.2,27.1,23.5
2007-7,3260B,0.6(07),0,32,0,0,13.3,963.6(05),1,1013.5,956.4,17.9,39.6(31),22.0,28,0,20,29/16.7(23),0,11,90,0,1,14.3(10),299,112,0,0,2480,0.6,1,1,14,0,28.6,0,26.0,34.0,0,950.5(23),0,91016,31.3,34.3,29.2
2007-8,3260B,14.8(24),1,36,0,0,11.4,961.9(31),4,1012.2,954.9,17.7,41.3(04),22.6,23,0,14,29/23.3(05),1,16,83,0,3,10.6(22),315,119,0,0,2247,22.3,4,1,14,0,26.8,0,25.4,33.0,0,949.9(21),3,76787,30.7,32.7,29.6
2007-9,3260B,0.9(09),3,47,0,0,8.8,962.3(15),0,1015.7,957.6,15.6,34.7(03),20.0,15,0,9,13/13.9(12),0,18,70,0,5,5.4(28),257,132,0,0,1463,3.2,6,4,10,0,21.2,0,22.6,29.6,0,950.1(28),0,57735,27.4,28.6,26.8
2008-10,3260B,89.6(11),12,63,0,4,6.1,967.8(26),4,1017.6,957.9,10.4,27.0(02),16.3,0,0,6,11/19.7(10),3,13,54,0,12,4.0(30),260,115,1,1,868,151.0,13,2,12,0,12.3,0,15.8,21.1,0,933.3(31),10,37288,18.2,18.1,19.0
2008-11,3260B,2.1(28),2,68,0,10,6.4,970.3(09),2,1018.9,957.6,3.3,18.6(22),7.8,0,0,9,26/20.0(29),0,19,64,0,9,-3.1(28),223,77,0,3,470,5.2,8,0,11,3,8.2,1,8.6,14.0,0,936.5(29),1,29767,9.7,9.6,10.9
2008-12,3260B,21.7(09),12,73,1,2,4.6,972.7(20),3,1019.6,957.9,2.3,15.9(05),9.4,0,0,6,06/17.5(09),2,13,49,0,8,-2.8(26),265,75,0,1,399,51.5,12,0,12,8,7.0,0,6.7,11.2,0,939.1(14),6,20977,6.2,6.3,6.8
2008-13,3260B,89.6(11/oct),64,55,3,32,8.0,975.4(27/ene),45,1016.6,957.0,9.5,40.6(04/ago),24.0,78,1,85,28/24.7(16/jun),10,217,64,0,90,-4.3(01/ene),286,99,1,8,14006,396.2,99,10,14,21,7.0,1,15.8,22.0,3,932.5(18/abr),55,626802,18.3,19.2,17.9
2008-1,3260B,6.6(02),8,73,0,8,5.5,975.4(27),3,1024.8,963.2,2.6,19.0(22),9.0,0,1,10,28/21.9(11),0,13,56,0,8,-4.3(01),214,83,0,2,380,13.7,9,0,10,6,8.9,0,8.3,14.0,1,936.4(03),4,25073,8.1,8.5,8.2
2008-2,3260B,4.7(23),8,70,0,5,4.9,973.1(06),3,1024.5,963.2,4.4,21.2(27),9.2,0,0,2,12/17.2(17),0,19,46,0,9,-1.6(01),334,89,0,1,540,17.2,9,0,14,1,11.2,0,9.9,15.4,2,949.1(03),5,27786,10.0,10.6,9.4
2008-3,3260B,3.2(22),2,51,1,1,8.2,967.0(01),11,1016.6,956.2,4.2,26.4(14),9.8,0,0,3,29/22.2(27),0,26,69,0,4,-3.0(06),348,73,0,0,1035,4.9,3,0,17,3,10.9,0,11.5,18.7,0,935.6(22),2,53662,13.8,14.8,13.3
2008-4,3260B,16.4(17),6,53,1,1,8.8,967.8(02),10,1012.8,953.3,8.1,28.8(27),12.3,0,0,5,29/22.8(18),2,19,66,0,10,4.0(15),343,88,0,0,1017,65.9,10,0,16,0,13.2,0,14.7,21.1,0,932.5(18),9,61906,17.1,18.2,16.2
2008-5,3260B,17.1(23),9,58,0,1,6.8,960.8(03),2,1010.9,951.9,11.1,29.5(03),14.4,0,0,1,28/15.8(18),2,21,47,0,16,6.6(01),280,112,0,0,958,52.8,21,2,14,0,12.3,0,16.7,22.2,0,945.4(25),11,61542,19.9,20.8,19.3
2008-6,3260B,10.8(23),2,43,0,0,11.1,960.6(20),3,1014.1,956.3,15.4,37.9(27),22.0,15,0,10,28/24.7(16),1,18,74,0,6,10.6(06),286,121,0,0,1726,24.5,6,3,14,0,18.4,0,22.7,30.0,0,947.5(16),3,80904,25.7,27.9,23.8
2008-7,3260B,1.2(15),1,31,0,0,13.1,964.9(15),2,1013.1,955.9,18.5,40.3(23),24.0,26,0,17,06/15.8(15),0,13,90,0,1,13.0(13),322,111,0,0,2584,1.2,1,1,16,0,28.6,0,26.2,33.9,0,951.0(12),1,91096,32.0,34.3,30.2
2008-8,3260B,0.0(--),0,33,0,0,11.9,962.2(15),2,1012.1,955.1,19.2,40.6(04),23.4,29,0,12,29/16.4(11),0,19,87,0,0,13.9(15),284,118,0,0,2536,0.0,0,0,14,0,29.7,0,26.8,34.3,0,947.5(11),0,79555,32.1,33.7,30.7
2008-9,3260B,3.7(21),2,48,0,0,8.7,962.7(28),0,1014.2,955.9,14.9,33.3(01),20.0,8,0,4,26/14.4(05),0,24,70,0,7,9.6(30),268,121,0,0,1493,8.3,7,2,12,0,17.3,0,21.3,27.7,0,949.4(23),3,57246,26.4,27.0,26.4
2009-10,3260B,13.8(07),,58,0,4,8.2,966.9(31),2,1016.6,957.5,11.6,30.9(05),19.5,2,,,27/26.7(22),2,,74,1,4,4.7(16),182,121,0,,939,34.9,4,1,8,0,15.0,0,18.3,25.0,,937.2(22),3,44597,,,
2009-11,3260B,5.6(29),,63,0,1,6.1,971.9(23),5,1018.8,958.3,7.3,25.4(01),13.3,0,,,29/18.9(07),0,,60,0,4,0.5(24),278,91,0,,838,9.0,5,0,13,0,10.6,0,12.7,18.0,,942.7(29),3,27437,,,
2009-12,3260B,34.3(29),,82,0,9,3.0,967.5(10),7,1012.6,951.3,3.2,16.5(29),12.7,0,,,29/23.6(31),6,,32,0,21,-6.2(20),272,85,1,,250,142.5,20,0,12,7,1.5,2,6.9,10.6,,928.1(24),18,17003,,,
2009-13,3260B,34.3(29/dic),,54,3,24,8.6,971.9(23/nov),44,1015.1,955.8,10.3,41.0(26/jul),23.1,107,,,26/30.0(24/ene),11,,68,3,78,-6.2(20/dic),281,99,1,,16007,333.5,84,8,13,24,-0.2,4,16.7,23.1,,927.5(02/feb),55,649077,,,
2009-1,3260B,4.4(31),9,78,0,6,4.4,969.8(11),5,1017.7,955.9,1.9,17.0(23),11.0,0,0,2,26/30.0(24),0,20,46,1,11,-4.9(11),308,76,0,1,380,16.8,15,0,14,14,-0.2,1,6.0,10.0,2,940.2(25),5,23964,6.4,6.7,6.2
2009-2,3260B,15.8(01),7,65,0,1,7.1,969.7(22),3,1015.7,954.6,2.6,20.0(24),8.5,0,0,9,30/20.8(04),1,12,66,0,6,-0.4(14),261,71,0,0,543,29.8,7,0,12,3,7.4,1,8.5,14.4,0,927.5(02),5,33999,8.4,9.3,8.1
2009-3,3260B,11.9(28),5,54,1,1,7.9,966.6(17),4,1015.9,955.6,5.2,25.4(14),9.2,0,,14,31/26.4(05),1,9,66,1,6,2.0(31),279,77,0,,1021,20.4,6,0,12,0,8.5,0,12.2,19.3,,937.3(04),5,52944,13.3,15.0,12.3
2009-4,3260B,7.7(14),2,51,1,2,9.3,963.8(21),6,1014.1,954.2,6.4,26.9(24),10.4,0,,4,24/18.1(15),0,24,70,0,10,1.9(01),306,77,0,,1134,22.8,9,1,15,0,13.6,0,13.0,19.5,,944.9(14),5,65665,15.5,16.9,14.2
2009-5,3260B,5.0(22),2,39,0,0,11.6,965.8(02),4,1014.9,956.5,12.5,35.1(20),19.7,9,,10,26/17.5(22),0,19,80,0,4,7.0(02),284,93,0,,1823,10.7,5,2,14,0,20.2,0,20.1,27.7,,948.1(22),3,82909,22.9,24.4,20.8
2009-6,3260B,4.2(05),,36,0,0,11.1,962.9(11),3,1013.1,955.6,17.5,39.3(13),22.2,21,,,30/24.2(08),0,,74,0,6,10.2(07),330,116,0,,2146,7.6,6,1,16,0,21.2,0,24.9,32.2,,948.3(05),3,81242,,,
2009-7,3260B,0.0(--),,29,0,0,13.4,965.5(18),2,1013.7,956.7,19.6,41.0(26),22.7,31,,,26/18.6(22),0,,91,0,0,14.5(18),320,109,0,,2953,0.0,1,0,16,0,30.0,0,27.5,35.4,,950.1(21),0,82935,,,
2009-8,3260B,23.3(10),,37,1,0,12.0,960.9(21),2,1012.6,955.8,20.2,39.2(23),23.0,31,,,11/23.6(10),1,,88,0,1,15.5(02),272,138,0,,2571,23.3,0,2,12,0,31.1,0,28.1,35.9,,949.7(24),1,79131,,,
2009-9,3260B,9.4(17),,51,0,0,8.6,964.4(21),1,1015.6,957.4,15.9,34.7(06),23.1,13,,,32/19.2(12),0,,69,0,5,9.8(18),277,134,0,,1409,15.7,6,1,12,0,16.9,0,22.3,28.6,,947.2(16),4,57251,,,
2010-10,3260B,23.9(09),,56,0,1,7.6,966.8(27),3,1013.3,953.7,8.8,28.7(02),15.1,0,,,28/20.0(29),1,,69,0,6,1.5(26),207,96,0,,1084,49.0,7,0,9,0,12.8,0,15.4,21.9,,939.7(31),6,43175,,,
2010-11,3260B,6.6(14),,70,0,7,6.4,969.8(04),2,1013.9,953.1,4.7,22.6(05),9.5,0,,,27/22.5(08),0,,64,0,9,-1.8(29),242,84,0,,518,28.2,9,0,11,4,4.0,1,9.7,14.7,,931.5(09),8,28828,,,
2010-12,3260B,10.8(05),,76,0,6,3.9,967.5(10),3,1014.3,952.9,3.1,19.4(06),12.5,0,,,25/16.1(06),1,,41,0,17,-5.7(17),217,80,0,,309,61.4,16,0,9,10,4.8,0,7.0,10.8,,931.7(22),12,17588,,,
2010-13,3260B,36.2(12/jun),,57,4,26,7.9,969.8(04/nov),40,1013.9,954.4,9.8,39.9(26/ago),25.8,90,,,25/25.3(20/mar),11,,63,2,111,-5.7(17/dic),262,101,2,,13209,543.0,108,20,12,30,0.6,9,15.7,21.5,,929.0(16/feb),81,626035,,,
2010-1,3260B,16.7(07),,77,0,6,3.6,964.6(15),4,1016.3,954.6,2.6,15.4(17),8.2,0,,,26/24.4(14),1,,37,0,10,-4.1(10),269,75,0,,351,58.3,9,0,12,6,0.6,4,6.3,10.0,,937.4(07),9,20926,,,
2010-2,3260B,26.7(15),,71,0,0,4.5,964.3(02),7,1008.8,947.9,3.3,23.0(27),10.1,0,,,21/23.3(27),1,,42,0,20,-4.3(14),320,76,0,,486,86.7,18,0,14,6,2.6,2,7.6,11.9,,929.0(16),14,26778,,,
2010-3,3260B,32.8(05),,60,1,3,6.2,966.6(17),10,1017.4,956.5,4.8,22.5(20),12.8,0,,,25/25.3(20),1,,52,2,12,-2.4(10),305,75,1,,742,74.5,10,1,14,4,6.5,2,10.2,15.4,,945.1(08),7,46963,,,
2010-4,3260B,15.6(13),,58,3,1,8.8,966.0(04),0,1015.5,955.9,9.3,29.9(28),15.7,0,,,10/15.0(05),3,,67,0,9,3.2(05),277,102,0,,882,58.3,7,3,12,0,10.9,0,15.2,21.0,,943.2(12),7,63137,,,
2010-5,3260B,9.8(08),,49,0,0,11.0,966.6(18),5,1014.1,955.0,10.6,33.5(31),16.6,5,,,36/17.2(04),0,,76,0,9,3.5(06),299,100,0,,1307,34.0,10,1,15,0,15.1,0,16.9,23.2,,944.2(07),6,80937,,,
2010-6,3260B,36.2(12),,50,0,0,10.3,960.3(29),2,1012.2,954.3,15.6,35.1(24),20.9,16,,,26/20.3(25),2,,69,0,9,9.5(16),255,134,1,,1551,64.4,11,6,11,0,18.7,0,22.3,28.8,,939.0(09),6,78913,,,
2010-7,3260B,2.7(03),,34,0,0,12.3,962.6(24),1,1013.1,956.3,20.5,39.3(11),25.8,30,,,16/18.3(01),0,,84,0,4,17.5(15),267,132,0,,2230,5.5,4,3,12,0,29.5,0,28.2,35.9,,949.3(21),2,86113,,,
2010-8,3260B,2.5(08),,37,0,0,11.1,964.9(21),0,1013.4,956.3,19.6,39.9(26),23.5,28,,,29/14.4(23),0,,81,0,2,14.0(15),268,132,0,,2341,3.4,3,3,12,0,25.2,0,27.3,34.9,,949.8(31),1,75518,,,
2010-9,3260B,10.9(01),,49,0,2,8.7,964.8(14),3,1014.2,956.1,15.1,35.9(14),20.5,11,,,29/17.5(07),1,,70,0,4,7.8(27),218,129,0,,1408,19.3,4,3,10,0,20.5,0,22.0,28.9,,948.3(07),3,57159,,,
2011-10,3260B,12.0(26),2,46,,,9.0,967.6(10),2,1018.6,959.3,10.2,33.1(12),15.1,8,0,12,18/16.7(24),1,17,80,0,5,4.1(21),198,90,0,0,1212,16.7,,,9,0,16.8,,18.1,25.8,0,938.0(24),2,46935,21.5,21.7,22.0
2011-11,3260B,11.6(03),8,74,,,5.0,970.9(26),5,1017.5,957.0,7.5,22.6(12),13.4,0,0,3,18/18.9(02),1,19,51,0,12,0.8(27),234,103,0,3,489,42.4,,,10,0,11.2,,12.1,16.7,0,936.5(04),8,24576,13.0,12.9,14.3
2011-12,3260B,6.0(10),6,75,,,5.7,974.3(28),1,1028.4,966.1,1.4,17.8(21),8.1,0,1,8,27/19.2(16),0,17,61,0,4,-2.7(30),174,75,0,5,357,12.0,,,8,10,4.5,,7.1,12.7,0,957.3(11),3,24299,7.4,7.5,8.8
2011-13,3260B,52.3(21/abr),,54,,,8.6,974.4(04/feb),28,1017.3,957.8,10.4,39.9(20/ago),24.4,114,,,33/21.7(12/jul),7,,68,0,76,-5.0(23/ene),251,99,1,,,289.6,,,12,30,4.5,,16.9,23.4,,935.7(17/feb),50,649944,,,
2011-1,3260B,13.1(09),12,77,0,18,3.8,970.2(17),0,1020.2,958.3,2.6,18.1(06),11.4,0,0,3,07/14.7(21),1,14,38,0,9,-5.0(23),184,78,0,7,288,32.3,11,0,8,8,6.7,0,6.9,11.1,4,939.1(27),6,21908,7.2,7.3,7.7
2011-2,3260B,10.2(19),4,64,0,6,7.6,974.4(04),3,1021.7,960.2,2.6,22.5(25),10.5,0,0,4,25/16.9(17),1,18,71,0,7,-2.0(02),222,74,0,1,545,26.0,8,0,11,10,9.5,0,9.1,15.6,0,935.7(17),6,35403,8.1,8.7,7.8
2011-3,3260B,12.4(11),,65,0,1,5.4,967.6(31),5,1018.3,957.4,5.6,23.9(31),10.3,0,,,10/17.2(24),1,,44,0,12,-1.1(01),354,84,0,,712,39.2,14,0,15,2,9.6,0,10.8,16.0,,939.3(14),8,42394,,,
2011-4,3260B,52.3(21),,55,0,1,8.4,967.0(07),1,1014.0,954.9,10.5,30.0(08),13.1,1,,,19/15.8(03),1,,64,0,10,8.7(13),263,107,1,,1015,66.6,10,3,11,0,14.6,0,17.1,23.7,,940.9(29),5,61359,,,
2011-5,3260B,7.9(06),,53,0,0,9.7,965.0(16),2,1015.6,957.0,13.5,33.6(25),17.8,7,,,29/20.0(30),0,,67,0,10,8.4(15),272,125,0,,1338,20.7,11,4,13,0,19.1,0,20.1,26.8,,940.5(01),5,75262,,,
2011-6,3260B,13.7(07),,38,0,0,12.5,964.7(01),1,1014.0,956.5,16.8,39.7(27),23.3,20,,,29/16.9(22),1,,83,0,3,10.0(02),288,116,0,,,20.5,3,3,15,0,22.9,0,24.3,31.8,,946.2(05),3,86318,,,
2011-7,3260B,4.7(12),,32,0,0,13.0,961.2(15),3,1011.3,954.3,18.5,37.6(01),22.7,29,,,33/21.7(12),0,,89,0,1,14.6(14),299,113,0,,2440,4.7,1,1,15,0,28.6,0,26.3,34.1,,948.1(03),1,92118,,,
2011-8,3260B,5.7(12),,36,2,0,11.6,962.3(09),4,1012.1,955.1,19.7,39.9(20),24.4,29,,,17/21.7(20),0,,85,0,3,12.4(27),285,128,0,,2335,8.5,2,3,14,0,28.4,0,27.2,34.7,,946.0(01),3,75581,,,
2011-9,3260B,0.0(--),2,36,0,0,11.0,966.1(06),1,1015.9,958.0,15.5,37.6(09),19.7,20,0,16,25/16.9(01),0,10,88,0,0,10.3(19),241,100,0,0,2015,0.0,1,0,10,0,26.1,0,23.5,31.4,0,950.3(01),0,63791,28.1,29.0,27.4
2012-10,3260B,20.4(30),,62,0,1,7.5,963.9(07),0,1013.0,953.7,10.3,30.2(09),17.1,1,0,,26/15.0(11),1,,67,0,7,0.7(29),204,113,0,0,852,31.2,9,0,9,0,9.5,0,16.2,22.1,0,938.4(30),4,42316,18.4,18.3,
2012-11,3260B,24.6(03),,75,0,4,4.4,965.2(07),2,1015.2,954.7,6.4,20.0(15),11.1,0,0,,27/15.8(01),3,,45,0,10,0.6(28),233,100,0,1,426,70.2,11,0,11,0,7.7,0,10.7,15.0,0,942.9(01),7,23297,11.6,11.3,
2012-12,3260B,3.8(25),,80,0,8,4.3,973.2(27),1,1023.2,961.4,3.0,15.8(24),11.2,0,0,,25/15.3(14),0,,46,0,7,-2.4(03),180,84,0,4,298,10.0,11,0,8,11,6.3,0,7.5,11.9,0,947.7(01),3,21083,8.2,8.0,
2012-13,3260B,53.0(28/sep),,50,4,21,9.0,977.7(19/ene),25,1017.2,957.7,9.4,43.1(10/ago),25.3,112,,,28/20.3(10/abr),9,,72,0,63,-6.1(12/feb),247,86,1,,14955,316.7,70,6,12,53,5.9,1,16.1,22.7,,938.4(30/oct),39,669448,,,
2012-1,3260B,4.4(16),4,71,0,6,7.4,977.7(19),0,1027.5,965.3,0.0,18.8(06),4.9,0,0,11,07/13.6(16),0,16,76,0,4,-3.8(09),143,69,0,1,382,9.6,4,0,7,17,6.4,0,6.8,13.6,0,950.8(16),3,30496,6.5,6.9,7.1
2012-2,3260B,3.4(01),0,45,0,0,9.1,971.7(04),0,1025.2,963.0,-1.9,22.0(29),6.2,0,0,11,01/14.7(02),0,18,84,0,1,-6.1(12),219,41,0,0,740,3.4,1,0,10,24,5.9,0,6.0,13.8,0,951.0(02),1,41728,6.3,7.1,6.6
2012-3,3260B,22.0(20),6,45,0,0,9.4,973.0(10),1,1023.9,963.1,4.0,26.6(14),9.2,0,0,9,20/15.3(01),1,16,78,0,3,-0.7(07),251,59,0,1,1180,25.8,4,0,11,1,7.1,1,11.7,19.3,0,948.5(31),3,56654,13.3,14.4,12.4
2012-4,3260B,10.6(27),10,60,2,1,7.5,960.8(16),10,1010.2,950.3,6.8,24.4(09),9.9,0,0,1,28/20.3(10),1,19,56,0,15,2.7(16),367,85,0,0,928,48.8,15,1,16,0,12.2,0,12.2,17.5,0,942.8(12),9,57716,15.1,15.6,14.5
2012-5,3260B,7.6(04),,40,2,0,10.8,965.7(12),1,1014.1,955.9,12.9,36.2(12),18.1,15,0,,26/17.2(04),0,,75,0,6,5.3(02),262,95,0,0,1686,17.8,4,2,13,0,16.3,0,20.3,27.6,0,946.1(18),3,79959,22.1,23.6,
2012-6,3260B,0.7(18),,30,0,0,12.4,961.9(24),2,1013.2,955.9,17.6,40.7(26),24.8,20,0,,26/19.2(11),0,,83,0,2,11.0(12),312,96,0,0,2351,0.9,2,0,16,0,25.5,0,25.0,32.3,0,949.0(07),0,86477,29.2,30.8,
2012-7,3260B,2.0(26),,25,0,0,13.4,967.5(17),5,1012.7,955.8,18.8,39.3(18),22.7,30,0,,36/17.8(11),0,,92,0,2,13.9(02),276,91,0,0,2613,3.0,3,3,14,0,28.4,0,26.8,34.8,0,949.8(26),2,92766,31.6,33.2,
2012-8,3260B,0.2(05),,26,0,0,12.1,966.1(31),2,1013.5,956.6,19.9,43.1(10),25.3,29,,,11/15.8(07),0,,89,0,1,13.7(31),270,97,0,,1797,0.2,1,0,13,0,27.2,0,27.7,35.5,,950.1(04),0,80399,,,
2012-9,3260B,53.0(28),,41,0,1,9.4,964.6(01),1,1014.2,956.1,15.1,35.0(16),18.8,17,,,25/16.7(23),3,,75,0,5,9.5(30),246,102,1,,1702,95.8,5,0,10,0,15.9,0,22.0,28.9,,944.9(26),4,56557,,,
2013-10,3260B,36.2(24),8,65,0,4,7.3,966.2(27),0,1017.4,958.1,11.2,27.5(17),17.7,0,0,6,27/11.4(11),2,17,65,0,7,2.5(31),180,125,1,1,735,71.8,8,0,8,0,16.5,0,17.1,23.0,0,948.5(22),7,39104,19.6,19.4,20.4
2013-11,3260B,8.2(17),4,68,0,3,6.7,968.5(10),1,1020.6,959.5,4.1,24.0(06),13.4,0,0,10,30/20.8(04),0,16,68,0,2,-2.8(29),224,84,0,1,547,8.4,3,0,11,8,6.1,0,9.8,15.5,0,947.7(18),1,28809,11.2,10.8,12.7
2013-12,3260B,18.4(24),8,73,2,3,6.2,973.4(15),2,1025.9,963.8,0.3,17.1(05),7.6,0,0,12,23/22.2(24),1,10,66,0,6,-4.6(08),194,71,0,1,374,34.4,6,0,9,17,6.9,0,6.4,12.5,0,939.0(25),5,24744,6.1,6.2,7.0
2013-13,3260B,36.2(24/oct),,56,4,14,8.5,978.2(04/ene),38,1016.5,957.0,9.2,40.3(01/ago),22.4,96,,,28/27.5(22/ene),11,,69,1,73,-4.6(08/dic),251,95,1,,13466,391.0,88,10,12,37,5.4,3,15.5,21.9,,920.6(19/ene),57,640619,,,
2013-1,3260B,6.4(22),,77,0,3,5.1,978.2(04),6,1021.9,960.2,2.7,18.0(26),10.8,0,,,28/27.5(22),0,,53,1,9,-2.5(05),266,79,0,,379,25.2,10,0,12,5,6.0,0,7.2,11.6,,920.6(19),5,24682,,,
2013-2,3260B,14.8(28),,66,0,1,6.9,970.8(04),7,1018.9,957.4,2.0,17.4(14),8.1,0,0,,28/18.6(22),1,,65,0,9,-1.9(25),310,69,0,0,580,34.0,7,0,13,5,5.4,2,7.3,12.6,0,941.2(22),7,33849,8.0,7.9,
2013-3,3260B,25.4(31),,74,0,0,5.1,959.4(20),9,1008.2,948.0,6.1,18.6(21),11.0,0,0,,27/21.1(29),4,,43,0,18,-0.7(14),344,93,0,0,588,112.4,21,0,16,2,8.9,1,10.3,14.4,0,935.7(05),16,38856,10.3,10.7,
2013-4,3260B,10.8(28),,60,0,0,8.4,964.2(19),3,1014.7,954.8,7.0,29.1(17),13.0,0,0,,28/19.4(01),1,,64,0,10,1.2(07),283,93,0,0,831,37.0,12,0,13,0,9.1,0,12.9,18.9,0,940.1(01),6,61283,14.9,15.2,
2013-5,3260B,12.0(17),,49,2,0,10.1,962.2(06),6,1014.1,954.9,8.9,28.1(13),15.8,0,0,,28/18.6(18),1,,70,0,5,4.7(20),261,90,0,0,1128,23.0,7,3,13,0,11.7,0,15.7,22.5,0,939.0(17),4,78919,18.2,18.6,
2013-6,3260B,6.0(05),,38,0,0,12.0,965.2(29),1,1015.1,957.2,14.1,35.7(16),19.9,17,0,,30/15.8(08),0,,80,0,2,7.2(01),274,103,0,0,1687,11.2,5,3,13,0,19.5,0,21.9,29.7,0,949.4(16),2,85452,24.3,25.0,
2013-7,3260B,0.0(--),,29,0,0,12.7,964.8(30),2,1013.5,956.8,19.4,39.4(08),22.4,29,0,,17/23.3(09),0,,87,0,0,14.3(29),253,110,0,0,2627,0.0,3,2,13,0,25.5,0,27.6,35.8,0,949.6(26),0,87999,31.7,32.5,
